ILCE_ORJ,MAHALLE_ORJ,ALAN_M2,NUFUS_2025,TAHMINI_NUFUS_2026,TAHMINI_NUFUS_2027,XGB_TAHMINI_NUFUS_2026,XGB_TAHMINI_NUFUS_2027,KISI_BASI_M2_2025,XGB_KISI_BASI_M2_2026,XGB_KISI_BASI_M2_2027,HEDEF_ALAN_M2_2025,HEDEF_ALAN_M2_XGB_2026,HEDEF_ALAN_M2_XGB_2027,EKLENMESI_GEREKEN_ALAN_M2_2025,EKLENMESI_GEREKEN_ALAN_M2_XGB_2026,EKLENMESI_GEREKEN_ALAN_M2_XGB_2027,XGB_RISK_2025,XGB_RISK_2026,XGB_RISK_2027,ESLESME_TURU
Bayindir,Biyiklar Mah.,2025.0,572,571,570,572,572,3.5402097902097904,3.5402097902097904,3.5402097902097904,858.0,858.0,858.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Camii Mah.,6985.0,581,580,579,583,583,12.0223752151463,11.981132075471699,11.981132075471699,871.5,874.5,874.5,0.0,0.0,0.0,0,0,0,STRICT_FUZZY
Bayindir,Cumhuriyet Mah.,10740.0,747,745,744,744,744,14.377510040160642,14.435483870967742,14.435483870967742,1120.5,1116.0,1116.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Demircilik Mah.,3000.0,857,855,853,851,842,3.500583430571762,3.525264394829612,3.5629453681710213,1285.5,1276.5,1263.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Derekoy Mah.,2120.0,230,230,229,230,230,9.217391304347826,9.217391304347826,9.217391304347826,345.0,345.0,345.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Dernekli Mah.,400.0,149,149,148,151,152,2.684563758389262,2.6490066225165565,2.6315789473684212,223.5,226.5,228.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Elifli Mah.,2300.0,294,293,293,293,292,7.8231292517006805,7.849829351535837,7.876712328767123,441.0,439.5,438.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Ergenli Mah.,1200.0,488,487,486,480,479,2.459016393442623,2.5,2.5052192066805845,732.0,720.0,718.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Fatih Mah.,9704.0,3405,3398,3391,3459,3459,2.84992657856094,2.8054350968488,2.8054350968488,5107.5,5188.5,5188.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Firinli Mah.,6500.0,1057,1055,1053,1058,1058,6.149479659413434,6.143667296786389,6.143667296786389,1585.5,1587.0,1587.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Gaziler Mah.,1200.0,56,56,56,62,65,21.428571428571427,19.35483870967742,18.46153846153846,84.0,93.0,97.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Haci Ibrahim Mah.,2410.0,1351,1348,1345,1339,1339,1.7838638045891932,1.799850634802091,1.799850634802091,2026.5,2008.5,2008.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Haskoy Mah.,11500.0,772,770,769,771,771,14.896373056994818,14.915693904020753,14.915693904020753,1158.0,1156.5,1156.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Havuzbasi Mah.,4430.0,394,393,392,396,396,11.243654822335026,11.186868686868687,11.186868686868687,591.0,594.0,594.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Hisarlik Mah.,2000.0,286,285,285,290,290,6.993006993006993,6.896551724137931,6.896551724137931,429.0,435.0,435.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kabaagac Mah.,900.0,74,74,74,79,82,12.162162162162161,11.39240506329114,10.975609756097562,111.0,118.5,123.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Karahalilli Mah.,1500.0,440,439,438,439,439,3.409090909090909,3.416856492027335,3.416856492027335,660.0,658.5,658.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Karahayit Mah.,500.0,32,32,32,43,45,15.625,11.627906976744185,11.11111111111111,48.0,64.5,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Karapinar Mah.,500.0,63,63,63,68,72,7.936507936507937,7.352941176470588,6.944444444444445,94.5,102.0,108.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kurt Mah.,1250.0,732,730,729,727,713,1.7076502732240437,1.71939477303989,1.753155680224404,1098.0,1090.5,1069.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kizilcaagac Mah.,2140.0,218,218,217,220,220,9.81651376146789,9.727272727272727,9.727272727272727,327.0,330.0,330.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kizilcaova Mah.,8900.0,935,933,931,958,958,9.518716577540108,9.290187891440501,9.290187891440501,1402.5,1437.0,1437.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kizilkecili Mah.,1500.0,518,517,516,511,511,2.8957528957528957,2.935420743639922,2.935420743639922,777.0,766.5,766.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Kiziloba Mah.,2400.0,641,640,638,625,622,3.7441497659906395,3.84,3.8585209003215435,961.5,937.5,933.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Lutuflar Mah.,1600.0,422,421,420,432,432,3.7914691943127963,3.7037037037037037,3.7037037037037037,633.0,648.0,648.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Mektep Mah.,8000.0,931,929,927,922,900,8.592910848549947,8.676789587852495,8.88888888888889,1396.5,1383.0,1350.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Mithatpasa Mah.,37650.0,739,737,736,741,740,50.94722598105548,50.80971659919028,50.87837837837838,1108.5,1111.5,1110.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Necati Uza Mah.,3000.0,1350,1347,1344,1339,1339,2.2222222222222223,2.2404779686333085,2.2404779686333085,2025.0,2008.5,2008.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Orta Mah.,400.0,226,226,225,230,230,1.7699115044247788,1.7391304347826086,1.7391304347826086,339.0,345.0,345.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Osmanlar Mah.,850.0,279,278,278,278,278,3.046594982078853,3.0575539568345325,3.0575539568345325,418.5,417.0,417.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Pinarli Mah.,4786.0,1244,1241,1239,1239,1215,3.847266881028939,3.8627925746569813,3.939094650205761,1866.0,1858.5,1822.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Sadikpasa Mah.,17510.0,5033,5023,5012,5119,5119,3.4790383469103916,3.4205899589763624,3.4205899589763624,7549.5,7678.5,7678.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Sariyurt Mah.,1576.0,346,345,345,350,350,4.554913294797688,4.502857142857143,4.502857142857143,519.0,525.0,525.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Sogutoren Mah.,2000.0,725,723,722,713,713,2.7586206896551726,2.805049088359046,2.805049088359046,1087.5,1069.5,1069.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Tokatbasi Mah.,1500.0,525,524,523,531,531,2.857142857142857,2.824858757062147,2.824858757062147,787.5,796.5,796.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Turan Mah.,1500.0,388,387,386,396,396,3.865979381443299,3.787878787878788,3.787878787878788,582.0,594.0,594.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Yakacik Mah.,7440.0,567,566,565,574,574,13.121693121693122,12.961672473867596,12.961672473867596,850.5,861.0,861.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Yakapinar Mah.,4316.0,863,861,859,870,870,5.001158748551564,4.960919540229885,4.960919540229885,1294.5,1305.0,1305.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Yusuflu Mah.,3875.0,835,833,832,842,842,4.640718562874252,4.602137767220903,4.602137767220903,1252.5,1263.0,1263.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Zeytinova Mah.,5400.0,1184,1182,1179,1216,1216,4.5608108108108105,4.440789473684211,4.440789473684211,1776.0,1824.0,1824.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Camlibel Mah.,800.0,292,291,291,292,292,2.73972602739726,2.73972602739726,2.73972602739726,438.0,438.0,438.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Cenikler Mah.,750.0,57,57,57,62,65,13.157894736842104,12.096774193548388,11.538461538461538,85.5,93.0,97.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Ciftcigedigi Mah.,728.0,213,213,212,212,210,3.4178403755868545,3.4339622641509435,3.466666666666667,319.5,318.0,315.0,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Cinardibi Mah.,6743.0,731,729,728,727,713,9.224350205198359,9.275103163686383,9.457223001402525,1096.5,1090.5,1069.5,0.0,0.0,0.0,0,0,0,EXACT
Bayindir,Ibrahimcavus Mah.,4542.0,618,617,615,621,621,7.349514563106796,7.314009661835748,7.314009661835748,927.0,931.5,931.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ahmetbeyler Mah.,600.0,248,248,249,251,252,2.4193548387096775,2.3904382470119523,2.380952380952381,372.0,376.5,378.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Akcenger Mah.,450.0,180,180,181,182,182,2.5,2.4725274725274726,2.4725274725274726,270.0,273.0,273.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Alacalar Mah.,2500.0,107,107,107,107,107,23.364485981308412,23.364485981308412,23.364485981308412,160.5,160.5,160.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Alhatli Mah.,350.0,228,228,229,230,230,1.5350877192982457,1.5217391304347827,1.5217391304347827,342.0,345.0,345.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Alibeyli Mah.,5000.0,394,395,395,396,396,12.690355329949238,12.626262626262626,12.626262626262626,591.0,594.0,594.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Armaganlar Mah.,200.0,105,105,105,107,108,1.9047619047619047,1.8691588785046729,1.8518518518518519,157.5,160.5,162.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ataturk Mah.,80000.0,6035,6046,6058,6076,6075,13.256006628003314,13.166556945358789,13.168724279835391,9052.5,9114.0,9112.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Atmaca Mah.,5922.0,1921,1925,1928,1916,1916,3.0827693909422176,3.0908141962421714,3.0908141962421714,2881.5,2874.0,2874.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Atcilar Mah.,250.0,56,56,56,62,65,4.464285714285714,4.032258064516129,3.8461538461538463,84.0,93.0,97.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Avunduk Mah.,150.0,24,24,24,42,46,6.25,3.5714285714285716,3.260869565217391,36.0,63.0,69.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Avunduruk Mah.,300.0,46,46,46,56,62,6.521739130434782,5.357142857142857,4.838709677419355,69.0,84.0,93.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ayaskent Mah.,5000.0,643,644,645,625,622,7.776049766718507,8.0,8.038585209003216,964.5,937.5,933.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ayvatlar Mah.,750.0,195,195,196,197,199,3.8461538461538463,3.8071065989847717,3.7688442211055277,292.5,295.5,298.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Aziziye Mah.,1900.0,300,301,301,301,301,6.333333333333333,6.312292358803987,6.312292358803987,450.0,451.5,451.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Asagibey Mah.,1750.0,475,476,477,479,479,3.6842105263157894,3.653444676409186,3.653444676409186,712.5,718.5,718.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Asagicuma Mah.,4000.0,475,476,477,479,479,8.421052631578947,8.350730688935283,8.350730688935283,712.5,718.5,718.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Asagikiriklar Mah.,3500.0,476,477,478,479,479,7.352941176470588,7.306889352818372,7.306889352818372,714.0,718.5,718.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Asagiilgindere Mah.,2000.0,79,79,79,82,91,25.31645569620253,24.390243902439025,21.978021978021978,118.5,123.0,136.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Balaban Mah.,200.0,23,23,23,42,45,8.695652173913043,4.761904761904762,4.444444444444445,34.5,63.0,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Bayramcilar Mah.,600.0,142,142,143,144,146,4.225352112676056,4.166666666666667,4.109589041095891,213.0,216.0,219.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Bekirler Mah.,90000.0,18,18,18,48,62,5000.0,1875.0,1451.6129032258063,27.0,72.0,93.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Bozkoy Mah.,2500.0,256,256,257,254,254,9.765625,9.84251968503937,9.84251968503937,384.0,381.0,381.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Bozyerler Mah.,3000.0,240,240,241,245,245,12.5,12.244897959183673,12.244897959183673,360.0,367.5,367.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Bolcek Mah.,3500.0,945,947,949,956,956,3.7037037037037037,3.6610878661087867,3.6610878661087867,1417.5,1434.0,1434.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Cevapli Mah.,225.0,60,60,60,65,72,3.75,3.4615384615384617,3.125,90.0,97.5,108.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Dagistan Mah.,1000.0,546,547,548,542,542,1.8315018315018314,1.845018450184502,1.845018450184502,819.0,813.0,813.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Demircidere Mah.,640.0,116,116,116,118,119,5.517241379310345,5.423728813559322,5.378151260504202,174.0,177.0,178.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Derekoy Mah.,2100.0,116,116,116,118,119,18.103448275862068,17.796610169491526,17.647058823529413,174.0,177.0,178.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Doganci Mah.,570.0,118,118,118,119,123,4.830508474576271,4.7899159663865545,4.634146341463414,177.0,178.5,184.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Durmuslar Mah.,7000.0,366,367,367,369,371,19.12568306010929,18.97018970189702,18.867924528301888,549.0,553.5,556.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Egiller Mah.,360.0,135,135,136,138,139,2.6666666666666665,2.608695652173913,2.5899280575539567,202.5,207.0,208.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Egrigol Mah.,4200.0,159,159,160,159,159,26.41509433962264,26.41509433962264,26.41509433962264,238.5,238.5,238.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ferizler Mah.,880.0,145,145,146,146,146,6.068965517241379,6.027397260273973,6.027397260273973,217.5,219.0,219.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Fevzipasa Mah.,46240.0,2905,2910,2916,2885,2884,15.917383820998278,16.027729636048527,16.033287101248266,4357.5,4327.5,4326.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gaylan Mah.,280.0,128,128,128,130,134,2.1875,2.1538461538461537,2.08955223880597,192.0,195.0,201.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gaziosmanpasa Mah.,41817.0,8637,8653,8670,8664,8658,4.841611670719,4.8265235457063715,4.82986832986833,12955.5,12996.0,12987.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gazipasa Mah.,4676.0,506,507,508,506,506,9.24110671936759,9.24110671936759,9.24110671936759,759.0,759.0,759.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gobeller Mah.,1900.0,291,292,292,292,292,6.529209621993127,6.506849315068493,6.506849315068493,436.5,438.0,438.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gokceyurt Mah.,210.0,41,41,41,45,45,5.121951219512195,4.666666666666667,4.666666666666667,61.5,67.5,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gocbeyli Mah.,6500.0,1429,1432,1434,1425,1425,4.548635409377187,4.56140350877193,4.56140350877193,2143.5,2137.5,2137.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gultepe Mah.,210.0,23,23,23,42,45,9.130434782608695,5.0,4.666666666666667,34.5,63.0,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Gunesli Mah.,950.0,232,232,233,232,232,4.094827586206897,4.094827586206897,4.094827586206897,348.0,348.0,348.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Hacihamzalar Mah.,1150.0,198,198,199,199,199,5.808080808080808,5.778894472361809,5.778894472361809,297.0,298.5,298.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Hacilar (Ismailli Bucagi) Mah.,1400.0,117,117,117,119,123,11.965811965811966,11.764705882352942,11.382113821138212,175.5,178.5,184.5,0.0,0.0,0.0,0,0,0,SUBSTRING
Bergama,Halilagalar Mah.,330.0,76,76,76,79,82,4.342105263157895,4.177215189873418,4.024390243902439,114.0,118.5,123.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Hamzalisuleymaniye Mah.,700.0,109,109,109,111,115,6.422018348623853,6.306306306306307,6.086956521739131,163.5,166.5,172.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Hisarkoy Mah.,1200.0,160,160,161,164,164,7.5,7.317073170731708,7.317073170731708,240.0,246.0,246.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ilgincaber Mah.,430.0,58,58,58,65,72,7.413793103448276,6.615384615384615,5.972222222222222,87.0,97.5,108.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kadikoy Mah.,1100.0,400,401,402,396,396,2.75,2.7777777777777777,2.7777777777777777,600.0,594.0,594.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kaleardi Mah.,148.0,65,65,65,72,72,2.276923076923077,2.0555555555555554,2.0555555555555554,97.5,108.0,108.0,0.0,0.0,0.0,0,0,0,BASE_EXACT
Bergama,Kaplan (Gocbeyli Bucagi) Mah.,360.0,54,54,54,56,62,6.666666666666667,6.428571428571429,5.806451612903226,81.0,84.0,93.0,0.0,0.0,0.0,0,0,0,BASE_EXACT
Bergama,Kaplan (Yukaribey Bucagi) Mah.,3300.0,265,265,266,261,261,12.452830188679245,12.64367816091954,12.64367816091954,397.5,391.5,391.5,0.0,0.0,0.0,0,0,0,SUBSTRING
Bergama,Kapukaya Mah.,280.0,41,41,41,45,45,6.829268292682927,6.222222222222222,6.222222222222222,61.5,67.5,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Karahidirli Mah.,400.0,150,150,151,152,152,2.6666666666666665,2.6315789473684212,2.6315789473684212,225.0,228.0,228.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Karalar Mah.,1000.0,242,242,243,245,245,4.132231404958677,4.081632653061225,4.081632653061225,363.0,367.5,367.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Karaveliler Mah.,1200.0,512,513,514,511,511,2.34375,2.3483365949119372,2.3483365949119372,768.0,766.5,766.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Katranci Mah.,210.0,128,128,128,130,134,1.640625,1.6153846153846154,1.5671641791044777,192.0,195.0,201.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kasikci Mah.,800.0,144,144,145,146,146,5.555555555555555,5.47945205479452,5.47945205479452,216.0,219.0,219.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kocahaliller Mah.,130.0,18,18,18,42,46,7.222222222222222,3.0952380952380953,2.8260869565217392,27.0,63.0,69.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kocakoy Mah.,125.0,28,28,28,42,46,4.464285714285714,2.9761904761904763,2.717391304347826,42.0,63.0,69.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Koyuneli Mah.,450.0,294,295,295,294,294,1.530612244897959,1.530612244897959,1.530612244897959,441.0,441.0,441.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kozluca Mah.,450.0,252,252,253,252,252,1.7857142857142858,1.7857142857142858,1.7857142857142858,378.0,378.0,378.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kurfalli Mah.,1900.0,242,242,243,244,244,7.851239669421488,7.786885245901639,7.786885245901639,363.0,366.0,366.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kurtulus Mah.,8047.000000000001,2088,2092,2096,2120,2120,3.8539272030651346,3.7957547169811323,3.7957547169811323,3132.0,3180.0,3180.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kucukkaya Mah.,1325.0,614,615,616,613,613,2.1579804560260585,2.161500815660685,2.161500815660685,921.0,919.5,919.5,0.0,0.0,0.0,0,0,0,BASE_EXACT
Bergama,Kiranli Mah.,1150.0,372,373,373,370,369,3.0913978494623655,3.108108108108108,3.116531165311653,558.0,555.0,553.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kircalar Mah.,650.0,124,124,124,128,129,5.241935483870968,5.078125,5.038759689922481,186.0,192.0,193.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Kiziltepe Mah.,270.0,79,79,79,82,91,3.4177215189873418,3.292682926829268,2.967032967032967,118.5,123.0,136.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Maltepe Mah.,21300.0,10899,10919,10940,10884,10876,1.9543077346545554,1.9570011025358325,1.9584406031629276,16348.5,16326.0,16314.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Maruflar Mah.,1000.0,40,40,40,42,45,25.0,23.80952380952381,22.22222222222222,60.0,63.0,67.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Muratlar Mah.,570.0,77,77,77,82,91,7.402597402597403,6.951219512195122,6.263736263736264,115.5,123.0,136.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Narlica Mah.,1171.0,758,759,761,753,742,1.5448548812664908,1.5551128818061088,1.5781671159029649,1137.0,1129.5,1113.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Okcular Mah.,400.0,205,205,206,207,211,1.951219512195122,1.932367149758454,1.8957345971563981,307.5,310.5,316.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Oruslar Mah.,830.0,359,360,360,367,370,2.3119777158774375,2.2615803814713895,2.2432432432432434,538.5,550.5,555.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ovacik Mah.,1500.0,271,272,272,275,277,5.535055350553505,5.454545454545454,5.415162454873646,406.5,412.5,415.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Pasakoy Mah.,1170.0,115,115,115,118,119,10.173913043478262,9.915254237288135,9.831932773109244,172.5,177.0,178.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Pirveliler Mah.,500.0,130,130,130,134,134,3.8461538461538463,3.7313432835820897,3.7313432835820897,195.0,201.0,201.0,0.0,0.0,0.0,0,0,0,STRICT_FUZZY
Bergama,Pinarkoy Mah.,2650.0,853,855,856,850,842,3.106682297772567,3.1176470588235294,3.147268408551069,1279.5,1275.0,1263.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Rahmanlar Mah.,290.0,92,92,92,91,91,3.152173913043478,3.1868131868131866,3.1868131868131866,138.0,136.5,136.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Saricalar Mah.,1000.0,228,228,229,229,229,4.385964912280702,4.366812227074236,4.366812227074236,342.0,343.5,343.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Saricaoglu Mah.,570.0,96,96,96,97,101,5.9375,5.876288659793815,5.643564356435643,144.0,145.5,151.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Saridere Mah.,980.0,459,460,461,456,456,2.1350762527233114,2.1491228070175437,2.1491228070175437,688.5,684.0,684.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Saganci Mah.,1400.0,291,292,292,292,292,4.810996563573883,4.794520547945205,4.794520547945205,436.5,438.0,438.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Seklik Mah.,990.0,288,289,289,290,290,3.4375,3.413793103448276,3.413793103448276,432.0,435.0,435.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Selcuk Mah.,5766.0,1711,1714,1717,1674,1674,3.369959088252484,3.4444444444444446,3.4444444444444446,2566.5,2511.0,2511.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Sindel Mah.,830.0,164,164,165,165,165,5.060975609756097,5.03030303030303,5.03030303030303,246.0,247.5,247.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Suleymanli Mah.,380.0,139,139,140,139,139,2.7338129496402876,2.7338129496402876,2.7338129496402876,208.5,208.5,208.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Tavukcukuru Mah.,1450.0,228,228,229,229,229,6.359649122807017,6.331877729257642,6.331877729257642,342.0,343.5,343.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Tekkedere Mah.,1700.0,214,214,215,211,210,7.94392523364486,8.056872037914692,8.095238095238095,321.0,316.5,315.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Tepekoy Mah.,6700.0,1250,1252,1255,1240,1215,5.36,5.403225806451613,5.51440329218107,1875.0,1860.0,1822.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Terzihaliller Mah.,625.0,258,258,259,255,255,2.4224806201550386,2.450980392156863,2.450980392156863,387.0,382.5,382.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Tiyelti Mah.,790.0,158,158,159,159,159,5.0,4.968553459119497,4.968553459119497,237.0,238.5,238.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Topallar Mah.,500.0,183,183,184,182,182,2.73224043715847,2.7472527472527473,2.7472527472527473,274.5,273.0,273.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Tirmanlar Mah.,1250.0,422,423,424,432,432,2.962085308056872,2.8935185185185186,2.8935185185185186,633.0,648.0,648.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Ulucamii Mah.,4000.0,740,741,743,734,727,5.405405405405405,5.449591280653951,5.502063273727648,1110.0,1101.0,1090.5,0.0,0.0,0.0,0,0,0,SUBSTRING
Bergama,Yalnizdam Mah.,560.0,65,65,65,72,72,8.615384615384615,7.777777777777778,7.777777777777778,97.5,108.0,108.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yalnizev Mah.,2250.0,814,816,817,816,816,2.764127764127764,2.7573529411764706,2.7573529411764706,1221.0,1224.0,1224.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yenikent Mah.,5100.0,858,860,861,851,843,5.944055944055944,5.99294947121034,6.049822064056939,1287.0,1276.5,1264.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yeniler Mah.,300.0,108,108,108,111,115,2.7777777777777777,2.7027027027027026,2.608695652173913,162.0,166.5,172.5,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yerlitahtaci Mah.,580.0,151,151,152,152,152,3.8410596026490067,3.8157894736842106,3.8157894736842106,226.5,228.0,228.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yortanli Mah.,210.0,55,55,55,57,62,3.8181818181818183,3.6842105263157894,3.3870967741935485,82.5,85.5,93.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yukariada Mah.,1230.0,345,346,346,342,342,3.5652173913043477,3.5964912280701755,3.5964912280701755,517.5,513.0,513.0,0.0,0.0,0.0,0,0,0,EXACT
Bergama,Yukaricuma Mah.,1000.0,206,206,207,207,210,4.854368932038835,4.830917874396135,4.761904761904762,309.0,310.5,315.0,0.0,0.0,0.0,0,0,0,EXACT
