ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2,TARGET_AREA,AREA_DEFICIT,VULNERABILITY_RATIO
MENEMEN,AHIHIDIR,2494,16649.0,34.9977246897069,0.3861093957533622,-0.0677420223997017,6.68,3741.0,0.0,0.0
TORBALI,KARAKIZLAR,481,3415.0,34.1038217898219,0.5162928396185607,-0.1252368725214466,7.1,721.5,0.0,0.0
URLA,KALABAK,5663,44795.0,35.09137653985852,0.3806063684590259,-0.0143036256089592,7.91,8494.5,0.0,0.0
KIRAZ,YENI,2896,23800.0,34.92846082577543,0.2072622083928002,0.054926627886979,8.22,4344.0,0.0,0.0
DIKILI,ESENTEPE,268,3500.0,38.17264742631065,0.2745176160696036,0.0238123452974544,13.06,402.0,0.0,0.0
KARABURUN,KUCUKBAHCE,542,32150.0,33.024373541233665,0.5135035355011367,-0.0667044853359869,59.32,813.0,0.0,0.0
KIRAZ,CEVIZLI,1334,1700.0,30.33751334246428,0.4618230975438923,-0.0466609563779797,1.27,2001.0,301.0,15.04247876061969
TIRE,KUCUKKOMURCU,120,640.0,30.761869997936213,0.4966644900938746,-0.0879236641408562,5.33,180.0,0.0,0.0
KIRAZ,SOLAKLAR,853,3770.0,34.30873188811188,0.3850447626589437,0.0454363771917712,4.42,1279.5,0.0,0.0
BERGAMA,URKUTLER,158,685.0,32.472694313890464,0.5319137072059431,-0.087389548073481,4.34,237.0,0.0,0.0
ODEMIS,EMIRLI,1000,4015.0,34.35381031745589,0.5047529153293356,-0.0918933758825664,4.01,1500.0,0.0,0.0
KINIK,DEGIRMENCIELI,100,2274.0,34.65040763495741,0.4712942226787251,-0.0612343693925821,22.74,150.0,0.0,0.0
KARSIYAKA,DONANMACI,9507,3950.0,34.47797572448216,0.1660885257215996,0.0376916272978637,0.42,14260.5,10310.5,72.30111146172995
BORNOVA,BIRLIK,6274,6200.0,36.627484101713854,0.1252450612554943,0.0530553548612699,0.99,9411.0,3211.0,34.119647221336734
BERGAMA,AHMETBEYLER,248,600.0,35.95819070000203,0.3580084470335887,0.0049910845090794,2.42,372.0,0.0,0.0
KONAK,KONAK,83,29696.0,35.698531505747745,0.1420394843109636,0.0487578146305904,357.78,124.5,0.0,0.0
KIRAZ,HISAR,439,2200.0,35.99322615289722,0.5181919556002977,-0.0704035854190617,5.01,658.5,0.0,0.0
BAYINDIR,YAKAPINAR,863,4316.0,37.11908086551252,0.4794572969926499,-0.1187836696959751,5.0,1294.5,0.0,0.0
KONAK,ULUBATLI,7668,9500.0,35.31296558201886,0.1484407402262978,0.0639215632169248,1.24,11502.0,2002.0,17.4056685793775
BUCA,KOZAGAC,21203,38071.0,35.604816147957585,0.1445534110254914,0.0391790996590393,1.8,31804.5,0.0,0.0
TIRE,YENISEHIR,106,1138.0,34.31375128564275,0.4106571984116434,-0.0377752472123544,10.74,159.0,0.0,0.0
KARABURUN,PARLAK,156,4380.0,33.06928015134629,0.4790328018735663,-0.0557831031348713,28.08,234.0,0.0,0.0
BERGAMA,KADIKOY,400,1100.0,34.61179338739065,0.3278809302463132,0.0024042725069604,2.75,600.0,0.0,0.0
BAYRAKLI,BAYRAKLI,6211,4480.0,34.02272895769421,0.187388744821704,-0.0012990248905658,0.72,9316.5,4836.5,51.91327215155906
ODEMIS,BIRGI,1741,6913.0,34.218689649444585,0.5139294530815557,-0.0645935567020805,3.97,2611.5,0.0,0.0
KARSIYAKA,FIKRIALTAY,7952,13600.0,36.76338885832176,0.1174627518967578,0.0915009555271532,1.71,11928.0,0.0,0.0
BERGAMA,SARICAOGLU,96,570.0,32.68136989502425,0.5258785568513138,-0.0877851766108743,5.94,144.0,0.0,0.0
BUCA,CALDIRAN,3298,4750.0,36.184749348326406,0.2186128569297331,0.0180940802245228,1.44,4947.0,197.0,3.9822114412775416
BORNOVA,BESYOL,381,5700.0,31.270690485138896,0.4425787733760931,-0.0769116297403601,14.96,571.5,0.0,0.0
KEMALPASA,YIGITLER,1573,7751.0,33.23254354314837,0.3757633063744021,-0.0544750558371757,4.93,2359.5,0.0,0.0
BERGAMA,CAMAVLU,528,1670.0,32.30544602756606,0.5035255633014029,-0.0395959038610906,3.16,792.0,0.0,0.0
SEFERIHISAR,CAMIKEBIR,9997,29841.0,32.35064189195125,0.4647914835547001,-0.0816329745883601,2.98,14995.5,0.0,0.0
KINIK,POYRACIK,6000,32980.0,34.570532637143934,0.4032951021670323,-0.0434110298211288,5.5,9000.0,0.0,0.0
KIRAZ,DOGANCILAR,1303,7400.0,31.38736160329203,0.5071770589294506,-0.0756978621190836,5.68,1954.5,0.0,0.0
MENEMEN,ISMETINONU,13116,133700.0,34.541615669405914,0.2129411290570556,0.0154686960834514,10.19,19674.0,0.0,0.0
BERGAMA,DEMIRCIDERE,116,640.0,31.170124510694272,0.6209139650811072,-0.1929630760381072,5.52,174.0,0.0,0.0
BERGAMA,CALTIKORU,48,220.0,36.73542403081909,0.3186226017711916,0.0558213609340065,4.58,72.0,0.0,0.0
KEMALPASA,KIZILUZUM,791,3651.0,27.996510267668288,0.6489952129751873,-0.2504061286223446,4.62,1186.5,0.0,0.0
MENEMEN,KASIMPASA,15287,36910.0,32.036498822453154,0.4732295320046736,-0.1103067208514227,2.41,22930.5,0.0,0.0
BAYINDIR,MEKTEP,931,8000.0,38.82219838111944,0.4022293143583125,-0.1029398364615643,8.59,1396.5,0.0,0.0
ODEMIS,KEMENLER,423,1765.0,34.80362240784611,0.4595713188944652,-0.0416520261526626,4.17,634.5,0.0,0.0
TIRE,TOKI,2719,17083.0,36.712621228242526,0.4014660406148785,-0.0515306135068232,6.28,4078.5,0.0,0.0
GAZIEMIR,BEYAZEVLER,6844,29157.0,33.94060483015035,0.3748834608683878,-0.0677068076477984,4.26,10266.0,0.0,0.0
BUCA,BELENBASI,1838,22960.0,34.22962185034556,0.4789847879858604,-0.1032177511910512,12.49,2757.0,0.0,0.0
BAYINDIR,IBRAHIMCAVUS,618,4542.0,39.294456064766514,0.3729322394162377,-0.0732937260405031,7.35,927.0,0.0,0.0
DIKILI,KIZILCUKUR,203,1100.0,40.48348257041496,0.3125160211459233,0.0658594871572413,5.42,304.5,0.0,0.0
BERGAMA,TEKKEDERE,214,1700.0,33.123199644819266,0.4489258182214408,-0.0632477839333037,7.94,321.0,0.0,0.0
URLA,ZEYTINLER,491,1026.0,29.601170092852502,0.6486637837341144,-0.1789348176837784,2.09,736.5,0.0,0.0
URLA,BALIKLIOVA,1246,5477.0,32.8301214518925,0.483855483334004,-0.0361168682377664,4.4,1869.0,0.0,0.0
ODEMIS,BULBULLER,115,2610.0,33.79237617793044,0.5556509032370083,-0.1227830108542784,22.7,172.5,0.0,0.0
BORNOVA,SERINTEPE,6397,6000.0,35.66822854951375,0.1423773320728296,0.0420352194256188,0.94,9595.5,3595.5,37.47068938564952
KARSIYAKA,DEDEBASI,20015,7650.0,36.192798389230575,0.1217236864220546,0.0905895643335227,0.38,30022.5,22372.5,74.51911066699975
MENEMEN,CAVUS,398,2250.0,35.92634070020576,0.3985022024407149,-0.0771011452893757,5.65,597.0,0.0,0.0
CESME,CELALBAYAR,866,6240.0,31.378002953724376,0.3484265834919596,-0.008689820800665,7.21,1299.0,0.0,0.0
DIKILI,GAZIPASA,6236,6750.0,36.54525945138494,0.2475308312444778,0.0412251588479736,1.08,9354.0,2604.0,27.83835792174471
TORBALI,YAZIBASI,3388,26758.0,38.75615198704012,0.2602308046312146,0.0156559813781941,7.9,5082.0,0.0,0.0
BERGAMA,INCECIKLER,187,2000.0,29.751563651249008,0.5911352153216216,-0.1459412237778572,10.7,280.5,0.0,0.0
BERGAMA,CURUKBAGLAR,123,1300.0,32.259778490402056,0.5684074062805105,-0.1230485652314112,10.57,184.5,0.0,0.0
ODEMIS,OCAKLI,385,1525.0,38.54458633495416,0.4656351032766306,-0.0625293171446123,3.96,577.5,0.0,0.0
BAYINDIR,KARAPINAR,63,500.0,34.5124893381527,0.4923297400649939,-0.0631659243468387,7.94,94.5,0.0,0.0
DIKILI,SALIHLER,4016,12550.0,36.69171121494895,0.3520941025655146,-0.0073708652200055,3.12,6024.0,0.0,0.0
TORBALI,ATALAN,462,1692.0,33.956810601518214,0.434407824299195,-0.0995033896301846,3.66,693.0,0.0,0.0
BERGAMA,HACIHAMZALAR,198,1150.0,33.66761711105806,0.5517729016682196,-0.0923963332763354,5.81,297.0,0.0,0.0
KEMALPASA,HALILBEYLI,1408,1381.0,38.574139002697606,0.3307007703992475,-0.0262374076996574,0.98,2112.0,731.0,34.61174242424242
KARABAGLAR,ESENYALI,7027,15533.0,35.83087088641458,0.2130710607437475,0.0484133315216122,2.21,10540.5,0.0,0.0
MENDERES,AKCAKOY,463,4209.0,39.64178005592096,0.3708519875641244,0.0062834391729804,9.09,694.5,0.0,0.0
CIGLI,BALATCIK,19082,66178.0,40.19003237361638,0.210820917828973,0.0131249782538546,3.47,28623.0,0.0,0.0
BALCOVA,EGITIM,13633,6847.0,35.94981930446068,0.2011608807135167,0.0354180916824341,0.5,20449.5,13602.5,66.51751876574
ODEMIS,UZUNDERE,188,5690.0,36.9946907008912,0.4028366464904369,-0.0282755143363476,30.27,282.0,0.0,0.0
TIRE,IBNIMELEK,4525,15488.0,35.58076109000737,0.4352887384497634,-0.0708806969260136,3.42,6787.5,0.0,0.0
TIRE,ALAYLI,224,1216.0,29.410337321198668,0.6558939120120706,-0.2211800129976043,5.43,336.0,0.0,0.0
KARABAGLAR,MALIYECILER,5804,7322.0,36.49092501531046,0.1863062555546566,0.0356460039895513,1.26,8706.0,1384.0,15.89708247185849
KIRAZ,HALILLER,1209,3800.0,34.68678823003747,0.4498327371430125,-0.026293505114274,3.14,1813.5,0.0,0.0
KONAK,PIRIREIS,4344,1959.0,36.57977558676884,0.1354695982512583,0.0832487239734893,0.45,6516.0,4557.0,69.93554327808471
BAYINDIR,ELIFLI,294,2300.0,36.53350250787954,0.4781338250501652,-0.1105002086088758,7.82,441.0,0.0,0.0
BERGAMA,MURATLAR,77,570.0,33.21388895177315,0.5670118186729999,-0.1396903368273344,7.4,115.5,0.0,0.0
BORNOVA,EVKA3,20649,7900.0,35.994245497106164,0.3617287237329845,-0.0624187335024615,0.38,30973.5,23073.5,74.4943257946309
SEFERIHISAR,PAYAMLI,1776,19168.0,29.948542796263705,0.5933226153880503,-0.1714012406181838,10.79,2664.0,0.0,0.0
ODEMIS,SULEYMANDEMIREL,10347,24554.0,39.40699399497648,0.2579759781640321,0.0177410287783584,2.37,15520.5,0.0,0.0
TIRE,ADNANMENDERES,5014,16708.0,37.49477782201677,0.3747077795307046,-0.0257802524924236,3.33,7521.0,0.0,0.0
TIRE,BUYUKKALE,463,2228.0,30.37918969738141,0.583043316436973,-0.2106890214161326,4.81,694.5,0.0,0.0
BERGAMA,KALEARDI,65,148.0,38.47602816227566,0.3718628049796538,0.0469714490461178,2.28,97.5,0.0,0.0
BUCA,MURATHAN,3641,11202.0,34.79053158623569,0.2192987986660952,0.0233762503667577,3.08,5461.5,0.0,0.0
KONAK,EMIRSULTAN,1665,17225.0,36.65393976551872,0.1555083356171117,0.0415886154841308,10.35,2497.5,0.0,0.0
KIRAZ,YESILDERE,342,1000.0,35.106538971186914,0.3958685849674535,-0.0288644668338359,2.92,513.0,0.0,0.0
ODEMIS,CAYLI,1327,12300.0,36.45045966941103,0.4541327737780914,-0.0753436268402437,9.27,1990.5,0.0,0.0
BALCOVA,BAHCELERARASI,597,13087.0,34.507207279041914,0.37199404767741,-0.0752446324158024,21.92,895.5,0.0,0.0
BERGAMA,DEREKOY,116,2100.0,31.055800154136303,0.5439674826544317,-0.1093739985206911,18.1,174.0,0.0,0.0
CIGLI,EVKA-2,4139,22027.0,39.23426570406638,0.2850059889115824,-0.0092575436127953,5.32,6208.5,0.0,0.0
BORNOVA,KAZIMDIRIK,36762,134340.0,36.49853466152736,0.2219359933251442,-0.0115206671945783,3.65,55143.0,0.0,0.0
MENDERES,OZDERECUMHURIYET,1654,15233.0,30.73150446395699,0.5665678172226625,-0.1539788695685004,9.21,2481.0,0.0,0.0
TORBALI,TULUM,462,27400.0,34.983414411812625,0.458574679247688,-0.0696483582568074,59.31,693.0,0.0,0.0
BERGAMA,SEKLIK,288,990.0,39.83995515202368,0.3438667951313789,0.0681179137448648,3.44,432.0,0.0,0.0
BERGAMA,CALIBAHCE,60,320.0,32.261079117142366,0.425880550844645,-0.0503406843909102,5.33,90.0,0.0,0.0
KONAK,MERSINLI,2024,1230.0,37.18052921245796,0.1462583721083032,0.0221710870556255,0.61,3036.0,1806.0,59.48616600790514
BERGAMA,ORLEMIS,266,690.0,36.66920340409081,0.369275586610971,0.0144539323833037,2.59,399.0,0.0,0.0
CESME,ARDIC,613,15118.0,29.921811921640263,0.4156309422402184,-0.0736325724194548,24.66,919.5,0.0,0.0
ODEMIS,HURRIYET,6271,16090.0,34.413854606358484,0.3985125849661137,-0.0690863491193977,2.57,9406.5,0.0,0.0
NARLIDERE,CATALKAYA,6488,20855.0,33.78791592840622,0.2617416612333296,-0.0128656717371007,3.21,9732.0,0.0,0.0
TORBALI,ORMANKOY,290,4720.0,34.19211879037182,0.5602720464439102,-0.1474555529093369,16.28,435.0,0.0,0.0
URLA,GUVENDIK,3900,21353.0,29.79547491193226,0.599037627918149,-0.198865887170252,5.48,5850.0,0.0,0.0
MENEMEN,VILLAKENT,2915,14710.0,39.36988317339922,0.2473880728887515,0.0362391653266767,5.05,4372.5,0.0,0.0
KINIK,YAYLAKOY,258,4570.0,32.30240028129112,0.5239372514208199,-0.0836771833667451,17.71,387.0,0.0,0.0
URLA,KUSCULAR,4060,11045.0,31.56988350647325,0.5259725695431563,-0.1051239958387193,2.72,6090.0,0.0,0.0
BAYINDIR,HAVUZBASI,394,4430.0,37.187584142936245,0.3886949983132438,-0.0663950204639511,11.24,591.0,0.0,0.0
TIRE,SARILAR,506,1081.0,29.79842622076852,0.5895611569282773,-0.1565843094227821,2.14,759.0,0.0,0.0
BERGAMA,KAPUKAYA,41,280.0,36.467599018296326,0.425094054374527,0.0038713320139832,6.83,61.5,0.0,0.0
ODEMIS,CEVIZALAN,198,885.0,33.021599824119576,0.461926856028891,-0.0046893813562649,4.47,297.0,0.0,0.0
BERGAMA,KURTULUS,2088,8047.000000000001,36.71067168011107,0.2490189387607236,0.047132678634871,3.85,3132.0,0.0,0.0
ALIAGA,YUKSEKKOY,150,603.0,38.37114642565562,0.3283418525349009,0.0645155068835461,4.02,225.0,0.0,0.0
KINIK,OSMANIYE,3160,27706.0,35.39603508405848,0.3473457687210869,-0.024651061338234,8.77,4740.0,0.0,0.0
BAYINDIR,KARAHALILLI,440,1500.0,37.81189916684914,0.4528655002543972,-0.0857848259337589,3.41,660.0,0.0,0.0
URLA,ALTINTAS,3455,16539.0,34.61535163411454,0.1931130797759934,0.0595339652722055,4.79,5182.5,0.0,0.0
SELCUK,ISABEY,2585,20993.0,33.65471328579416,0.4843813479681988,-0.093381084397292,8.12,3877.5,0.0,0.0
KINIK,TURKCEDIT,2032,6135.0,33.11440792165071,0.5554426602282876,-0.1455342631447037,3.02,3048.0,0.0,0.0
MENEMEN,HATUNDERE,3329,738.0,36.60227570345432,0.4018757142796202,-0.0278780762968117,0.22,4993.5,4255.5,85.22078702313007
KEMALPASA,SEKIZEYLUL,15563,77031.0,36.80993224878424,0.3727439290771931,-0.0401057561206475,4.95,23344.5,0.0,0.0
BUCA,KIRKLAR,3511,11189.0,29.76733219962963,0.5268527550702405,-0.1200007535749158,3.19,5266.5,0.0,0.0
NARLIDERE,YENIKALE,5217,31728.0,34.59556833639923,0.2057938727849803,0.0026490167662773,6.08,7825.5,0.0,0.0
ODEMIS,KUVVETLI,1874,24018.0,37.46170411261795,0.452325150299702,-0.1086530407618373,12.82,2811.0,0.0,0.0
BEYDAG,HALIKOY,381,1800.0,29.498663092754644,0.5727658069594035,-0.1361335380504762,4.72,571.5,0.0,0.0
BAYINDIR,ARIKBASI,818,9886.0,38.12195764897684,0.4977872813065011,-0.0996889751825077,12.09,1227.0,0.0,0.0
ODEMIS,MESCITLI,590,4116.0,35.187742672355455,0.4829775756267645,-0.0935367005936333,6.98,885.0,0.0,0.0
KARABURUN,SARPINCIK,141,1000.0,33.30090931024211,0.4924278630961415,-0.0875498786430259,7.09,211.5,0.0,0.0
TORBALI,KIRBAS,234,1275.0,33.94032920285352,0.4391724234142581,-0.0998001594026206,5.45,351.0,0.0,0.0
FOCA,KAZIMDIRIK,4047,7320.0,33.54721161365632,0.2573457451099057,-0.0170331553590491,1.81,6070.5,0.0,0.0
BEYDAG,MUTAFLAR,291,1260.0,31.12328241960769,0.5103519706687892,-0.0615988847418431,4.33,436.5,0.0,0.0
BAYINDIR,DERNEKLI,149,400.0,30.957230087633764,0.662419027654728,-0.2309353453530199,2.68,223.5,0.0,0.0
TORBALI,TURKMENKOY,1948,162796.0,36.37592399818022,0.4037665691702496,-0.0182426156077048,83.57,2922.0,0.0,0.0
GAZIEMIR,SEVGI,7499,41059.0,35.914784324361705,0.2735025635801104,0.0178722017909451,5.48,11248.5,0.0,0.0
KEMALPASA,GOKYAKA,111,363.0,30.7678650880183,0.5562708044323774,-0.1712498935572741,3.27,166.5,0.0,0.0
TORBALI,YEDIEYLUL,5004,23896.0,36.84454400219452,0.2394362424785771,-0.0231560435690004,4.78,7506.0,0.0,0.0
TIRE,SARUHANLI,208,964.0,32.9879927749504,0.560572958095733,-0.1238350410930374,4.63,312.0,0.0,0.0
TIRE,KURDULLU,282,680.0,33.70201644043109,0.5441686631591753,-0.1340743981377621,2.41,423.0,0.0,0.0
BERGAMA,TAVUKCUKURU,228,1450.0,33.97804204752792,0.5356304555414559,-0.0622950752523014,6.36,342.0,0.0,0.0
TIRE,AYAKLIKIRI,302,1291.0,33.554730233601305,0.4445479381176107,-0.0325693438962382,4.27,453.0,0.0,0.0
TIRE,CINIYERI,557,2121.0,34.81149295325675,0.4901204789370782,-0.1047851552681632,3.81,835.5,0.0,0.0
KINIK,ISIKLAR,206,1359.0,33.34938294928416,0.5355412409920425,-0.0969167726680111,6.6,309.0,0.0,0.0
TORBALI,YOGURTCULAR,350,1100.0,35.421401574253935,0.4363746063622127,-0.0473681779529916,3.14,525.0,0.0,0.0
SEFERIHISAR,TEPECIK,2018,12438.0,33.275623783802715,0.3620790406478901,0.0339001594130856,6.16,3027.0,0.0,0.0
KONAK,CENGIZTOPEL,2018,24420.0,36.39629544784864,0.2796035802980612,0.0032473438632741,12.1,3027.0,0.0,0.0
TORBALI,YEMISLIK,2172,3007.0,36.1842990639081,0.2356986263516921,-0.0037540677370259,1.38,3258.0,251.0,7.704112952731737
BERGAMA,KATRANCI,128,210.0,32.269478928916854,0.508229489835383,-0.0896190394013717,1.64,192.0,0.0,0.0
MENEMEN,UGURMUMCU,16975,22078.0,37.51430261348117,0.1486752937458091,0.0593764408345601,1.3,25462.5,3384.5,13.29209621993127
BERGAMA,ISLAMSARAY,1477,51000.0,35.210100333309704,0.3670418147444822,-0.0429176419571635,34.53,2215.5,0.0,0.0
MENEMEN,GAZI,6038,7007.0,36.45131656492905,0.1882238592904221,0.0612236960963925,1.16,9057.0,2050.0,22.634426410511207
ODEMIS,KURUCUOVA,818,7860.0,39.06047520576906,0.4146786216252711,0.0023132323411881,9.61,1227.0,0.0,0.0
ODEMIS,GUNLUCE,1106,3940.0,34.06267559431717,0.5101262708891358,-0.1154806462660564,3.56,1659.0,0.0,0.0
BERGAMA,BOLCEK,945,3500.0,34.73610323243115,0.3580177795796418,-0.0380973261578389,3.7,1417.5,0.0,0.0
BEYDAG,KARAOBA,341,18000.0,35.02603487813088,0.4577761014185323,-0.0337777682479291,52.79,511.5,0.0,0.0
MENEMEN,IGNEDERE,125,3660.0,35.37825266038198,0.4535331412747403,-0.1011371801861984,29.28,187.5,0.0,0.0
BERGAMA,ATCILAR,56,250.0,37.66551804635986,0.3921143213882271,0.0285991133966167,4.46,84.0,0.0,0.0
KARABAGLAR,YASARKEMAL,7850,12328.0,35.87835712492887,0.3466658086358426,-0.0297327475634386,1.57,11775.0,0.0,0.0
KARABAGLAR,UCKUYULAR,8962,5769.0,35.613988686043854,0.1709697759773631,0.0503177667037587,0.64,13443.0,7674.0,57.085471992858736
ODEMIS,ERTUGRUL,520,2595.0,34.96209665877724,0.3110424624572332,-0.0063313477641326,4.99,780.0,0.0,0.0
KONAK,GUZELYALI,16508,5886.0,36.17621579000003,0.1500307418154757,0.0650022653480067,0.36,24762.0,18876.0,76.22970680881997
ODEMIS,KUTLUBEYLER,145,500.0,32.681344025546814,0.506748397035845,-0.0501359636132822,3.45,217.5,0.0,0.0
BERGAMA,CAMOBA,72,200.0,36.40908422356239,0.4589279197765991,-0.0259026445119906,2.78,108.0,0.0,0.0
BAYINDIR,KIZILKECILI,518,1500.0,28.87072427110496,0.6380971075165477,-0.1980626315859595,2.9,777.0,0.0,0.0
BERGAMA,INKILAP,1331,2907.0,36.41309497374552,0.2271654623080129,0.0190900840630947,2.18,1996.5,0.0,0.0
KARABAGLAR,GUNALTAY,20818,4927.0,36.98906429484626,0.135936249438378,0.0618976213738187,0.24,31227.0,26300.0,84.22198738271368
TORBALI,ISTIKLAL,2382,20526.0,36.74580141861322,0.3282031042292882,2.689147224728517e-05,8.62,3573.0,0.0,0.0
BERGAMA,YENILER,108,300.0,35.3031195901861,0.4032333138129109,0.0269324157392256,2.78,162.0,0.0,0.0
SELCUK,ZEYTINKOY,757,800.0,32.10169504831283,0.5080131104583521,-0.0868366277184954,1.06,1135.5,335.5,29.546455306032588
ODEMIS,KARADOGAN,548,2092.0,37.44657932971902,0.4658906025944283,-0.0966724262914608,3.82,822.0,0.0,0.0
ALIAGA,HACIOMERLI,910,23454.0,38.304469269795135,0.3325695254535848,0.0603476402918215,25.77,1365.0,0.0,0.0
ODEMIS,UMURBEY,2621,7300.0,35.87765816411044,0.3163410344461379,-0.0454574941716904,2.79,3931.5,0.0,0.0
BAYINDIR,DEMIRCILIK,857,3000.0,39.64802836828285,0.3891638639947035,-0.0085733430182618,3.5,1285.5,0.0,0.0
KARSIYAKA,SEMIKLER,28951,17700.0,36.51487385177106,0.1296449055828722,0.0591736576510579,0.61,43426.5,25726.5,59.241476978342725
MENEMEN,CAMIIKEBIR,1412,2403.0,35.86744124777089,0.3919594993610248,-0.075736138712071,1.7,2118.0,0.0,0.0
BORNOVA,KAVAKLIDERE,3220,4300.0,28.955650741778847,0.5616622213454704,-0.1850625910367073,1.34,4830.0,530.0,10.973084886128365
CESME,CAKABEY,265,7000.0,32.35082434243312,0.3759830534442331,-0.0104468157014199,26.42,397.5,0.0,0.0
TIRE,KARATEKE,558,2136.0,37.50967865328523,0.415766640858601,-0.0097728897559033,3.83,837.0,0.0,0.0
KONAK,AKARCALI,3006,5500.0,36.63605824751539,0.1838762254805947,0.044530912309448,1.83,4509.0,0.0,0.0
MENDERES,GUMULDURCUMHURIYET,780,4140.0,29.263136021503225,0.6512787458880244,-0.207358575464437,5.31,1170.0,0.0,0.0
MENEMEN,ZEYTINLIK,3063,4260.0,36.65833124857956,0.1523582465159533,0.0533419693003823,1.39,4594.5,334.5,7.280444009141365
ODEMIS,AKINCILAR,1454,3000.0,37.293001779953634,0.2158342884996307,0.0324998658180958,2.06,2181.0,0.0,0.0
BORNOVA,RAFETPASA,17716,4000.0,36.212961006949904,0.1031109957891594,0.0489528428505309,0.23,26574.0,22574.0,84.9476932339881
MENDERES,CAMONU,1791,2542.0,31.263241731300337,0.5000244230582233,-0.126478840692321,1.42,2686.5,144.5,5.378745579750605
CESME,16EYLUL,3653,9150.0,32.78243250387866,0.2849116779442718,0.0002112084933849,2.5,5479.5,0.0,0.0
KARABAGLAR,REIS,10043,4377.0,37.08278916262254,0.1232996986053047,0.0906491863632268,0.44,15064.5,10687.5,70.94493677188092
BERGAMA,INESIR,114,270.0,34.18612771676838,0.4790619674042947,-0.0311855005614551,2.37,171.0,0.0,0.0
ODEMIS,ORHANGAZI,320,2340.0,37.37895377331382,0.399715404491491,0.0190574506611275,7.31,480.0,0.0,0.0
MENEMEN,30AGUSTOS,19083,52940.0,36.50143000598111,0.1967081347441251,0.0091966127866906,2.77,28624.5,0.0,0.0
TIRE,KAPLAN,108,713.0,25.88322056248527,0.60617089032437,-0.1847190859446742,6.6,162.0,0.0,0.0
KIRAZ,ORENCIK,975,3100.0,30.308308380152948,0.4629466938940775,-0.0198031964506288,3.18,1462.5,0.0,0.0
ODEMIS,OVAKENT,2049,10488.0,33.51293330274486,0.5401662890272851,-0.1368801764427324,5.12,3073.5,0.0,0.0
KEMALPASA,YUKARIKIZILCAMERKEZ,2788,32097.0,29.88936453935108,0.580685679570406,-0.1792676107039568,11.51,4182.0,0.0,0.0
BERGAMA,IKIZLER,129,350.0,30.469717974868686,0.5526963536248898,-0.1284115323272743,2.71,193.5,0.0,0.0
BERGAMA,HISARKOY,160,1200.0,30.947137302550185,0.6218509340583904,-0.1785232807077396,7.5,240.0,0.0,0.0
ODEMIS,ALASARLI,411,3048.0,35.73117721066314,0.4945665314576327,-0.0813778203343889,7.42,616.5,0.0,0.0
TORBALI,BULBULDERE,170,1700.0,36.4882329783799,0.4057984699205771,0.0156467104698335,10.0,255.0,0.0,0.0
ODEMIS,CAMLICA,341,2183.0,34.75491366034497,0.4765494365778335,-0.0681024397478816,6.4,511.5,0.0,0.0
MENEMEN,GORECE,362,3800.0,35.95877057210829,0.4450036320606592,-0.0592848514253337,10.5,543.0,0.0,0.0
DIKILI,KIROBA,70,2510.0,39.88116742787539,0.353741583632814,0.0482400457969108,35.86,105.0,0.0,0.0
KEMALPASA,BAYRAMLI,142,739.0,27.16609238329808,0.6661035876733574,-0.2194357441613062,5.2,213.0,0.0,0.0
CIGLI,GUZELTEPE,6399,1500.0,39.21298033188752,0.1717362188690342,0.0550092206662238,0.23,9598.5,8098.5,84.37255821222067
BERGAMA,SAGANCI,291,1400.0,37.60631045664957,0.3371493350723685,0.0207919338312191,4.81,436.5,0.0,0.0
BERGAMA,COBANLAR,97,500.0,31.755747081964905,0.5418077526342356,-0.1116321008709522,5.15,145.5,0.0,0.0
TIRE,ARMUTLU,46,325.0,30.206682245822392,0.543701992433839,-0.1157649138521309,7.07,69.0,0.0,0.0
MENDERES,BULGURCA,2079,19176.0,39.29227907713928,0.3377892230658872,0.0147742438033939,9.22,3118.5,0.0,0.0
BERGAMA,HACILAR(ISMAILLIBUCAGI),117,1400.0,36.97244687325577,0.4251543446343374,0.0136165198381381,11.97,175.5,0.0,0.0
TORBALI,PANCAR,1907,3222.0,33.58498246303876,0.394377065088689,0.0149154229321612,1.69,2860.5,0.0,0.0
BERGAMA,TERZIHALILLER,258,625.0,34.87687552401123,0.5039991735144083,-0.046631927241683,2.42,387.0,0.0,0.0
MENDERES,CAKALTEPE,673,3167.0,31.589990728848413,0.5186247764423069,-0.0943409043621535,4.71,1009.5,0.0,0.0
BUCA,IZKENT,5152,9437.0,37.46878330474031,0.2514380046076332,0.0052158763038787,1.83,7728.0,0.0,0.0
BUCA,YAYLACIK,17352,7926.0,35.260714407527544,0.1547819580795098,0.041112135717821,0.46,26028.0,18102.0,69.54817888427847
KARABAGLAR,FAHRETTINALTAY,9518,10800.0,35.88869631454139,0.2916909156218913,-0.002197959558532,1.13,14277.0,3477.0,24.35385585206976
BERGAMA,CITKOY,175,1400.0,36.582944714233165,0.3853338122894766,-0.005246585096259,8.0,262.5,0.0,0.0
BERGAMA,PINARKOY,853,2650.0,35.7455368539458,0.494535127930189,-0.0624943947246254,3.11,1279.5,0.0,0.0
BERGAMA,ULUCAMII,740,4000.0,37.11173952749444,0.3372943828957637,0.0254252297851916,5.41,1110.0,0.0,0.0
