ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2,TARGET_AREA,AREA_DEFICIT,VULNERABILITY_RATIO
KARABURUN,TEPEBOZ,371,2076.0,31.083732157598984,0.5176998416262769,-0.1026950467501778,5.6,556.5,0.0,0.0
BORNOVA,EVKA4,14179,46380.0,37.92506854512972,0.2822392136105066,-0.0126110310571337,3.27,21268.5,0.0,0.0
KARABAGLAR,SALIHOMURTAK,5730,4800.0,35.413059417416406,0.2727498954889097,0.0023520534911392,0.84,8595.0,3795.0,44.153577661431065
SELCUK,HAVUTCULU,249,4862.0,34.3516029150172,0.5708558323836361,-0.17448717328458,19.53,373.5,0.0,0.0
ODEMIS,KEMER,238,1852.0,27.350318002452727,0.5214817302314749,-0.1177498813152897,7.78,357.0,0.0,0.0
TORBALI,TASKESIK,526,1540.0,39.0695787987369,0.453265033675882,-0.051535238692375,2.93,789.0,0.0,0.0
BERGAMA,DURMUSLAR,366,7000.0,36.315058126348056,0.3490836249809956,0.0557043605003964,19.13,549.0,0.0,0.0
MENDERES,SASAL,518,6925.0,36.08375396214849,0.4482612056804583,-0.0093540614805857,13.37,777.0,0.0,0.0
KARABAGLAR,GULYAKA,11153,1156.0,36.60517290942063,0.1116781019680687,0.0879609800383875,0.1,16729.5,15573.5,93.09005050957889
ODEMIS,MIMARSINAN,2450,6404.0,36.94405316942394,0.2458979752924971,0.0159639335508538,2.61,3675.0,0.0,0.0
ODEMIS,KISLA,127,3150.0,40.25963608513145,0.3708597243018263,0.0499907009024561,24.8,190.5,0.0,0.0
TIRE,TOPALAK,161,444.0,28.48687487107141,0.5512446357600994,-0.1153352034834855,2.76,241.5,0.0,0.0
BEYDAG,BAKIRKOY,221,1012.0,32.64693740266436,0.4723550128077238,-0.0644267349855615,4.58,331.5,0.0,0.0
MENEMEN,75.YILCUMHURIYET,457,2180.0,33.95278231100064,0.3173620573070811,-0.062518654635168,4.77,685.5,0.0,0.0
TIRE,TURGUTLU,141,1572.0,39.91288688445183,0.3738208453974201,0.0248270305845888,11.15,211.5,0.0,0.0
TIRE,DUNDARLI,307,317.0,33.41193911387917,0.463809593261158,-0.0817864225842183,1.03,460.5,143.5,31.161780673181326
ODEMIS,UCKONAK,520,5783.0,35.80879833429656,0.4680800601493026,-0.0226116963615373,11.12,780.0,0.0,0.0
TIRE,YEMISLER,92,482.0,30.74975550479148,0.5384183859822192,-0.1239796604602895,5.24,138.0,0.0,0.0
MENDERES,GUMULDURFEVZICAKMAK,4639,14447.0,30.25178460677888,0.519720697140655,-0.1290819411097206,3.11,6958.5,0.0,0.0
SELCUK,GOKCEALAN,984,8380.0,33.76606558798844,0.5650114702951594,-0.1796454808019782,8.52,1476.0,0.0,0.0
SEFERIHISAR,BEYLER,342,1700.0,33.05819903619995,0.4857178171486924,-0.0807297990224192,4.97,513.0,0.0,0.0
KARABAGLAR,ARAPHASAN,9192,1690.0,36.19298333418737,0.1250490392533749,0.0944972508280356,0.18,13788.0,12098.0,87.7429648970119
URLA,BADEMLER,2599,16743.0,32.61461103455618,0.4744603685533669,-0.061623843113209,6.44,3898.5,0.0,0.0
KINIK,MUSACALI,56,400.0,35.754753355787535,0.3857356479115965,-0.017777472149542,7.14,84.0,0.0,0.0
BUCA,ADATEPE,20517,243453.0,31.16965623166641,0.4693050300592482,-0.1077026462864751,11.87,30775.5,0.0,0.0
SEFERIHISAR,CAMTEPE,126,855.0,32.55042064916383,0.3925954653720255,-0.0805302394077422,6.79,189.0,0.0,0.0
KARSIYAKA,ATAKENT,6172,140800.0,33.65645967912119,0.3139419791001986,-0.0720831494747319,22.81,9258.0,0.0,0.0
KINIK,BUYUKOBA,252,8716.0,35.046725916605745,0.4613069846056254,-0.0466024602760425,34.59,378.0,0.0,0.0
BERGAMA,BOZKOY,256,2500.0,33.43003880782844,0.4401618672385183,-0.0815564858809495,9.77,384.0,0.0,0.0
NARLIDERE,LIMANREIS,3213,32949.0,28.298152276304258,0.6029258847034383,-0.2088555469896608,10.25,4819.5,0.0,0.0
BEYDAG,YENIYURT,74,304.0,27.561889993640985,0.645613372093015,-0.1848865796620517,4.11,111.0,0.0,0.0
TIRE,DEREBASI,840,1872.0,38.6223098762349,0.4353247199359408,-0.0464278854493942,2.23,1260.0,0.0,0.0
MENDERES,ATA,2203,15658.0,37.599907924526654,0.3230937241133887,0.0170379964076711,7.11,3304.5,0.0,0.0
MENEMEN,KESIK,731,3170.0,33.59335618656718,0.3531980634623536,-0.0669445176118574,4.34,1096.5,0.0,0.0
GAZIEMIR,GAZIKENT,7593,5140.0,34.66065430069457,0.2825214401085615,-0.0236692566193284,0.68,11389.5,6249.5,54.870714254357075
URLA,ICMELER,3620,42067.0,32.2366010006983,0.4350537932702757,-0.0538473547409356,11.62,5430.0,0.0,0.0
SELCUK,SULTANIYE,36,750.0,31.877837581270768,0.5488027734014104,-0.1417559002310112,20.83,54.0,0.0,0.0
BEYDAG,YESILTEPE,269,1280.0,30.69755130018125,0.3873322930621567,-0.0406641418948914,4.76,403.5,0.0,0.0
ODEMIS,MURSALLI,257,4110.0,35.26487496753593,0.4583986435602675,-0.0707926052002951,15.99,385.5,0.0,0.0
MENEMEN,TURGUTLAR,53,2831.0,32.63326756682408,0.5477925857716182,-0.1241809572322086,53.42,79.5,0.0,0.0
CIGLI,ATASEHIR,28864,55280.0,37.046083048664144,0.1866908031904701,0.0169204015177568,1.92,43296.0,0.0,0.0
MENEMEN,BAGCILAR,167,9000.0,35.79201990021941,0.4096464508658161,-0.0260785451986087,53.89,250.5,0.0,0.0
KARABAGLAR,OSMANAKSUNER,683,1093.0,37.795558709315394,0.1666359726217584,0.0234676889446319,1.6,1024.5,0.0,0.0
TIRE,KUCUKKALE,212,1557.0,29.80711628470496,0.5711928944480419,-0.2036176621049029,7.34,318.0,0.0,0.0
ODEMIS,BUCAK,346,2580.0,35.68118583387994,0.4637865545009084,-0.0176716656541245,7.46,519.0,0.0,0.0
DIKILI,YAYLAYURT,503,1500.0,37.402812879204696,0.3431233815525203,0.0161609114342018,2.98,754.5,0.0,0.0
BORNOVA,LAKA,449,2700.0,38.66584558094784,0.3333601053648897,0.0252965460307109,6.01,673.5,0.0,0.0
ODEMIS,KIZILCAAVLU,463,1377.0,29.75179104640765,0.5945153747618518,-0.1561757007224087,2.97,694.5,0.0,0.0
MENDERES,KASIMPASA,7077,19090.0,37.13516289174088,0.2333114636093251,0.0141208180423598,2.7,10615.5,0.0,0.0
MENDERES,MITHATPASA,6915,16595.0,37.18613392841824,0.2082281987878395,0.0416105826949714,2.4,10372.5,0.0,0.0
BUCA,KAYNAKLARMERKEZ,1891,9123.0,27.12118341696653,0.6222871713042776,-0.2169207965403746,4.82,2836.5,0.0,0.0
GUZELBAHCE,CAMLI,2085,5739.0,30.78181049870604,0.5855849119935488,-0.1567986047146763,2.75,3127.5,0.0,0.0
KARABAGLAR,ADNANSUVARI,3940,9739.0,35.19864963991393,0.2500428957727784,0.0096968328907543,2.47,5910.0,0.0,0.0
BEYDAG,ERIKLI,330,1500.0,27.12415424151298,0.6538007950922781,-0.1921693985753117,4.55,495.0,0.0,0.0
TORBALI,MURATBEY,24226,63546.0,34.90285669392791,0.360028197000272,-0.0821607500537473,2.62,36339.0,0.0,0.0
ODEMIS,YOLUSTU,1165,3479.0,35.80116056992414,0.5165820371341943,-0.109490065751169,2.99,1747.5,0.0,0.0
KEMALPASA,KAMBERLER,169,1724.0,28.43869409098613,0.6361938200779711,-0.1847563599374937,10.2,253.5,0.0,0.0
DIKILI,KIRATLI,680,3100.0,36.04119924746255,0.4680101479798934,-0.0542976977590895,4.56,1020.0,0.0,0.0
KINIK,KARADERE,138,600.0,33.80335572391914,0.4939266286218482,-0.0188389683914184,4.35,207.0,0.0,0.0
MENEMEN,29EKIM,9055,754400.0,34.28363526502253,0.3988271291568989,-0.0582844013311277,83.31,13582.5,0.0,0.0
URLA,NOHUTALAN,171,670.0,31.391235611527225,0.5846181199701768,-0.1160546849646257,3.92,256.5,0.0,0.0
TORBALI,AYRANCILAR,17428,10124.0,37.39628180262604,0.2938149354098646,0.000808389415426,0.58,26142.0,16018.0,61.273047203733455
TIRE,MUSALAR,215,578.0,31.266144538337294,0.4691167575432755,-0.0734084413342486,2.69,322.5,0.0,0.0
MENDERES,GOLCUKLER,6109,22473.0,37.60425164655494,0.3183963301167216,0.0124680989127084,3.68,9163.5,0.0,0.0
TIRE,BAHARIYE,1068,390.0,31.02623107068013,0.3779703469160018,-0.0483813206278026,0.37,1602.0,1212.0,75.65543071161048
MENEMEN,ALANICI,379,1459.0,32.07450504016667,0.4612807850899507,-0.0667162740273437,3.85,568.5,0.0,0.0
TIRE,AKCASEHIR,213,1303.0,30.910678626486643,0.5618533987461504,-0.1564528909965526,6.12,319.5,0.0,0.0
KIRAZ,SEMSILER,581,1300.0,34.40105490973793,0.5055950874787889,-0.1012389405770799,2.24,871.5,0.0,0.0
TORBALI,PAMUKYAZI,2136,138250.0,35.22019304484918,0.3870045949907635,-0.0844639754797413,64.72,3204.0,0.0,0.0
KONAK,BOGAZICI,3029,1488.0,36.75656492093802,0.1491775629186999,0.0720615908110795,0.49,4543.5,3055.5,67.24991746450974
BAYRAKLI,MANSUROGLU,19688,133908.0,35.67837959837603,0.2055613774477262,-0.0061176716511892,6.8,29532.0,0.0,0.0
BORNOVA,EGEMENLIK,2371,7900.0,34.91302028415641,0.2589807545973195,-0.0110330165891536,3.33,3556.5,0.0,0.0
ODEMIS,ARTICAK,104,1852.0,25.975731480305274,0.6325825245360526,-0.2127116228901129,17.81,156.0,0.0,0.0
BERGAMA,KARALAR,242,1000.0,34.503824771734195,0.4182911035395596,-0.0373008021044695,4.13,363.0,0.0,0.0
KIRAZ,AYDOGDU,313,950.0,35.41507927492478,0.3634453571557748,-0.0285772660942512,3.04,469.5,0.0,0.0
BAYINDIR,CUMHURIYET,747,10740.0,35.56841546509645,0.3460010352252587,-0.0385699466735852,14.38,1120.5,0.0,0.0
KIRAZ,KALEKOY,456,1000.0,34.03349186026233,0.4544520419250928,-0.062407903041854,2.19,684.0,0.0,0.0
BERGAMA,KURFALLI,242,1900.0,34.706996794555856,0.3900198843081955,-0.0351432136501032,7.85,363.0,0.0,0.0
MENEMEN,EMIRALEMMERKEZ,1484,4021.0,34.726050187418835,0.4157001079318026,-0.0861399043862076,2.71,2226.0,0.0,0.0
TIRE,KARACAALI,233,1224.0,31.735210760974194,0.56685555700368,-0.1727407724862212,5.25,349.5,0.0,0.0
TIRE,BOYNUYOGUN,326,1589.0,33.15210072684548,0.5005918957301441,-0.1273202741357566,4.87,489.0,0.0,0.0
TORBALI,HELVACI,218,1288.0,33.998576295360934,0.5623102661892319,-0.1433802337857929,5.91,327.0,0.0,0.0
TORBALI,INONU,20307,47816.0,36.59535216232107,0.2771789196169668,-0.0097263692523755,2.35,30460.5,0.0,0.0
ODEMIS,ILKKURSUN,146,10426.0,38.54198610650866,0.4035210861306081,-0.0465273924717276,71.41,219.0,0.0,0.0
BERGAMA,ALACALAR,107,2500.0,35.50283124012708,0.5230839506066468,-0.0926782556764965,23.36,160.5,0.0,0.0
KIRAZ,UMURCALI,483,1200.0,35.69747964606242,0.4759915385967589,-0.0524198494381528,2.48,724.5,0.0,0.0
BORNOVA,CICEKLI,381,1280.0,31.823156446583848,0.5967707959287625,-0.1863167397019436,3.36,571.5,0.0,0.0
ODEMIS,KERPICLIK,195,1664.0,30.616277143036463,0.608901274992746,-0.1756494708429223,8.53,292.5,0.0,0.0
KONAK,ALSANCAK,5388,1580.0,35.29978737148124,0.1117014991668024,0.059995272977032,0.29,8082.0,6502.0,80.45038356842366
NARLIDERE,ILICA,8231,29975.0,31.316705066907733,0.4037046127693454,-0.0988240656649751,3.64,12346.5,0.0,0.0
KEMALPASA,ASAGIKIZILCA,1632,2795.0,32.55222410120252,0.525497012453586,-0.1544943063178338,1.71,2448.0,0.0,0.0
KIRAZ,SACLI,279,880.0,33.52407238850907,0.5512368442063439,-0.0938304002638246,3.15,418.5,0.0,0.0
TIRE,EGRIDERE,612,1700.0,31.102265080562727,0.5128876419901779,-0.0837763952020507,2.78,918.0,0.0,0.0
BERGAMA,YENIKENT,858,5100.0,33.37838459970979,0.36718402352391,-0.0316179398093675,5.94,1287.0,0.0,0.0
KARABAGLAR,BASINSITESI,15698,21861.0,35.610262329707346,0.1827232595756605,0.04818747423121,1.39,23547.0,1686.0,7.160147789527328
SEFERIHISAR,HIDIRLIK,7076,27779.0,31.450956846057,0.4807479813024742,-0.1333083370871058,3.93,10614.0,0.0,0.0
KARABAGLAR,DEVRIM,8020,18715.0,37.1430454763136,0.1970034963254112,0.0569743361439741,2.33,12030.0,0.0,0.0
ODEMIS,SEKIKOY,395,2996.0,36.769542964099344,0.4673530615851301,-0.0939928080761448,7.58,592.5,0.0,0.0
TIRE,AKMESCIT,457,1923.0,31.682704138799405,0.4353459919720576,-0.037204742909297,4.21,685.5,0.0,0.0
BEYDAG,AKTEPE,451,30000.0,35.65132172005856,0.271394701632568,0.0144294941103275,66.52,676.5,0.0,0.0
ALIAGA,CALTILIDERE,742,7830.0,35.66604684290295,0.3077590354770732,0.0009465261791975,10.55,1113.0,0.0,0.0
ODEMIS,SIRINKOY,135,4080.0,36.03476463310528,0.5022481174197121,-0.0977734259910341,30.22,202.5,0.0,0.0
MENEMEN,85.YILCUMHURIYET,1964,5400.0,33.29716321170687,0.3041768627640775,-0.0485508287870181,2.75,2946.0,0.0,0.0
TIRE,KUCUKBURUN,143,484.0,33.08617416089742,0.4566542694963247,-0.0834769767942746,3.38,214.5,0.0,0.0
MENDERES,CILE,788,5572.0,31.06588813042195,0.5882479325548441,-0.1668484989130912,7.07,1182.0,0.0,0.0
ODEMIS,KAYMAKCI,5634,15925.0,38.24012854864621,0.4222081087050153,-0.0100943385326108,2.83,8451.0,0.0,0.0
KIRAZ,KIRKOY,655,8600.0,36.76219728935089,0.4840552704595506,-0.026366848879211,13.13,982.5,0.0,0.0
ODEMIS,GERELI,919,3253.0,37.04403091785609,0.4433197694041609,-0.0101695215080829,3.54,1378.5,0.0,0.0
MENEMEN,YESILPINAR,4240,3995.0,33.65879032100703,0.4660564654701178,-0.0923928452093986,0.94,6360.0,2365.0,37.185534591194966
BERGAMA,ARMAGANLAR,105,200.0,35.83020020370795,0.41867588047561,-0.0330524817369818,1.9,157.5,0.0,0.0
SEFERIHISAR,ULAMIS,3107,7197.0,32.75695929520306,0.4511250669305223,-0.04029107256857,2.32,4660.5,0.0,0.0
ODEMIS,GUNEY,405,1412.0,32.213321994162065,0.3471021999532356,-0.030199898438307,3.49,607.5,0.0,0.0
KONAK,AKINCI,377,1300.0,36.13102125488704,0.1048053224891562,0.0985202198008535,3.45,565.5,0.0,0.0
KARABAGLAR,LIMONTEPE,4534,1275.0,35.669391049180284,0.2519988279343942,0.0087231911405935,0.28,6801.0,5526.0,81.25275694750772
KINIK,IBRAHIMAGA,111,2703.0,36.89021359797671,0.4159759423429114,0.0199793558153206,24.35,166.5,0.0,0.0
BAYINDIR,KABAAGAC,74,900.0,30.00107491056924,0.6554102527422755,-0.2027481280182298,12.16,111.0,0.0,0.0
BAYINDIR,CENIKLER,57,750.0,35.74127606186364,0.5167055219043918,-0.0860986664998736,13.16,85.5,0.0,0.0
ODEMIS,UZUMLU,228,2430.0,34.98464255911922,0.5717731714821043,-0.1520514196122182,10.66,342.0,0.0,0.0
BERGAMA,TOPALLAR,183,500.0,30.95918421669712,0.5296088667417758,-0.1046281829201078,2.73,274.5,0.0,0.0
BERGAMA,FEVZIPASA,2905,46240.0,36.19873281202329,0.3532897252469318,-0.0026244061374019,15.92,4357.5,0.0,0.0
BAYINDIR,BALCILAR,310,3018.0,26.205993394053987,0.6819049501939382,-0.2412254976573603,9.74,465.0,0.0,0.0
TIRE,GOKCEN,926,20805.0,35.92577494055007,0.4404563577886137,-0.0865001220097611,22.47,1389.0,0.0,0.0
BEYDAG,PALAMUTCUK,234,1088.0,27.70580028316066,0.6057695682699564,-0.1819143219546522,4.65,351.0,0.0,0.0
KEMALPASA,ZEAMET,75,409.0,28.278186704093464,0.6662576469827817,-0.2184111889753651,5.45,112.5,0.0,0.0
ODEMIS,TEKKE,335,3170.0,27.589800882073384,0.54323260586239,-0.1368396537586762,9.46,502.5,0.0,0.0
GUZELBAHCE,KAHRAMANDERE,6134,34791.0,32.10954295608629,0.3496918115426226,-0.047821624960412,5.67,9201.0,0.0,0.0
BUCA,MUSTAFAKEMAL,22106,1600.0,37.45515677957634,0.2260829909603865,0.0396450288988095,0.07,33159.0,31559.0,95.17476401580265
KARABAGLAR,TIRAZLI,151,500.0,28.67345539317398,0.6374917451461161,-0.2192747727789135,3.31,226.5,0.0,0.0
MENEMEN,SUZBEYLI,43,2760.0,27.565822344438665,-0.1944113466365132,-0.0996850222890511,64.19,64.5,0.0,0.0
KARABAGLAR,BARIS,7428,1100.0,36.7761772658973,0.1343628268919446,0.0690590554486108,0.15,11142.0,10042.0,90.12744570095136
KONAK,KULTUR,7689,14500.0,36.29606931687721,0.2436417322441619,0.0132203470449419,1.89,11533.5,0.0,0.0
KINIK,CANKOY,222,937.0,33.03191494490156,0.4979563990727271,-0.0584883857840865,4.22,333.0,0.0,0.0
BERGAMA,GOCBEYLI,1429,6500.0,32.20933635771277,0.5704746249283095,-0.1149177747709003,4.55,2143.5,0.0,0.0
BAYINDIR,SADIKPASA,5033,17510.0,35.3069258707818,0.4874597397680688,-0.1460115123205907,3.48,7549.5,0.0,0.0
KEMALPASA,HAMZABABA,100,634.0,26.92776492989106,0.7228556244998702,-0.234933288115248,6.34,150.0,0.0,0.0
MENEMEN,AYVACIK,402,2134.0,36.55074132264927,0.4005707063033595,-0.0530976664920558,5.31,603.0,0.0,0.0
BERGAMA,DOGANCI,118,570.0,39.41223765966789,0.2996971490803534,0.1074626084436026,4.83,177.0,0.0,0.0
URLA,CAMLICAY,2983,4410.0,31.904158224530107,0.3079220862795876,-0.0473251984199724,1.48,4474.5,64.5,1.4415018437814282
KIRAZ,AKPINAR,1281,4954.0,29.839154927403943,0.496626907113488,-0.0801122068266315,3.87,1921.5,0.0,0.0
TIRE,DALLIK,316,716.0,26.69538148088044,0.6403871702321257,-0.1968521224023386,2.27,474.0,0.0,0.0
BAYINDIR,SOGUTOREN,725,2000.0,33.45780481803184,0.5726450382511881,-0.1535339660679537,2.76,1087.5,0.0,0.0
SELCUK,SIRINCE,461,2326.0,30.84858546730845,0.6026873550834723,-0.1840916365316136,5.05,691.5,0.0,0.0
ALIAGA,UZUNHASANLAR,265,4527.0,39.10194290237342,0.3465289285247636,0.0152225918636949,17.08,397.5,0.0,0.0
BERGAMA,KAPLAN(YUKARIBEYBUCAGI),265,3300.0,31.98516383283963,0.6189309017430449,-0.1630140166062927,12.45,397.5,0.0,0.0
BAYINDIR,FIRINLI,1057,6500.0,36.40259251120111,0.4662798242462823,-0.0917686485992528,6.15,1585.5,0.0,0.0
KINIK,ASAGI,1288,1800.0,38.58094193974238,0.2347129185943953,0.067186973808349,1.4,1932.0,132.0,6.832298136645963
GUZELBAHCE,KUCUKKAYA,269,10180.0,29.164505930542862,0.5449201061433038,-0.1159147504851326,37.84,403.5,0.0,0.0
BERGAMA,SARICALAR,228,1000.0,37.392970085182846,0.4130221578855046,-0.0446823212247203,4.39,342.0,0.0,0.0
ODEMIS,OVACIK,181,1910.0,30.218384707277973,0.5105703468140708,-0.1059412254090326,10.55,271.5,0.0,0.0
BEYDAG,ADAKURE,387,3000.0,27.723134265699144,0.5716383253160662,-0.1312050823292758,7.75,580.5,0.0,0.0
SEFERIHISAR,COLAKIBRAHIMBEY,4633,10000.0,34.26333371536347,0.3318609397257671,0.0518616886390383,2.16,6949.5,0.0,0.0
BAYINDIR,KIZILCAOVA,935,8900.0,37.52028233552984,0.4861561279494037,-0.1237006312720463,9.52,1402.5,0.0,0.0
DIKILI,DELIKTAS,1447,7900.0,37.68253475615472,0.3630183996658911,0.0119474515618588,5.46,2170.5,0.0,0.0
ODEMIS,KOSELER,499,1457.0,33.73062546877192,0.5263083431717842,-0.0851625729309556,2.92,748.5,0.0,0.0
ODEMIS,DEMIRDERE,491,2763.0,26.951886186344105,0.4948961315122783,-0.0939196049375759,5.63,736.5,0.0,0.0
ODEMIS,GERCEKLI,528,1976.0,36.3177065900953,0.4805491249376889,-0.0702153487862847,3.74,792.0,0.0,0.0
BUCA,YESILBAGLAR,19299,13605.0,36.21455980585099,0.1039832069406544,0.0762742477864898,0.7,28948.5,15343.5,53.002746256282705
ODEMIS,BAYIRLI,235,2000.0,26.34461508278117,0.659171959607082,-0.200497659405936,8.51,352.5,0.0,0.0
BORNOVA,KARACAM,691,12600.0,32.017035830177484,0.5173068502293813,-0.115287217767958,18.23,1036.5,0.0,0.0
ODEMIS,GOLCUK,2163,13255.0,31.45554590765552,0.4328752738839204,-0.0856429928679803,6.13,3244.5,0.0,0.0
KEMALPASA,ASAGIYENMIS,588,3839.0,38.85357332913957,0.278570013919441,0.0380137521203668,6.53,882.0,0.0,0.0
KARSIYAKA,YAMANLAR,143,1600.0,35.0076845543026,0.3613415384135358,-0.0455056489285587,11.19,214.5,0.0,0.0
URLA,YELALTI,3290,19150.0,32.17576373339022,0.359245475085078,-0.0206280104349358,5.82,4935.0,0.0,0.0
TIRE,4EYLUL,4062,2368.0,37.20715985133972,0.1920470190967359,0.0346693671934441,0.58,6093.0,3725.0,61.135729525685214
TIRE,KIRTEPE,439,3532.0,35.163290805503124,0.4556722825711,-0.0806166067415849,8.05,658.5,0.0,0.0
BUCA,BUCAKOOP,19565,4345.0,34.959730206971415,0.191085759474353,0.0184250934322835,0.22,29347.5,25002.5,85.19465031092938
BERGAMA,UCTEPE,64,360.0,31.5909157941278,0.5699779616227523,-0.1228481407926623,5.62,96.0,0.0,0.0
BERGAMA,KASIKCI,144,800.0,36.40057746305023,0.4524485280335211,-0.0548861472512171,5.56,216.0,0.0,0.0
KIRAZ,SARISU,367,1000.0,26.76896033777041,0.6153581901317916,-0.1209709063233714,2.72,550.5,0.0,0.0
ODEMIS,HACIHASAN,218,1625.0,29.35559668085337,0.5707542876835684,-0.1110267215340602,7.45,327.0,0.0,0.0
KARABAGLAR,GENERALASIMGUNDUZ,1642,1890.0,37.05155819652275,0.1686509945739614,0.0209165557016341,1.15,2463.0,573.0,23.26431181485993
ODEMIS,BEBEKLER,127,2967.0,28.01099089934328,0.6670204032191988,-0.2407527949169221,23.36,190.5,0.0,0.0
KEMALPASA,NAZARKOY,345,1384.0,28.72145633731408,0.6384646760619184,-0.2159159400084536,4.01,517.5,0.0,0.0
TIRE,ALACALI,228,1170.0,33.959813735220024,0.4447073813944482,-0.0170587725841429,5.13,342.0,0.0,0.0
ODEMIS,SULEYMANLAR,58,2508.0,30.727629327425127,0.5238369283467516,-0.0761676838963617,43.24,87.0,0.0,0.0
BERGAMA,AVUNDUK,24,150.0,34.404590567994944,0.4651612954860801,-0.0141647044606655,6.25,36.0,0.0,0.0
KIRAZ,UZUNKOY,371,1000.0,29.57865383845312,0.558364968404332,-0.0811674716542803,2.7,556.5,0.0,0.0
KARABAGLAR,BAHAR,10609,2502.0,36.41569494310208,0.1424341037964643,0.060616387351809,0.24,15913.5,13411.5,84.27750023564897
ALIAGA,B.HAYRETTINPASA,1597,21185.0,34.4736970830806,0.2839831539518727,0.0139531689818208,13.27,2395.5,0.0,0.0
TORBALI,DIRMIL,741,4664.0,35.4210865215923,0.4548696570023644,-0.0683032387318186,6.29,1111.5,0.0,0.0
URLA,KADIOVACIK,347,848.0,33.45174579086762,0.494488836520935,-0.0403126691287035,2.44,520.5,0.0,0.0
KIRAZ,TEKBICAKLAR,461,600.0,34.13162995541698,0.3967909678327277,0.0206109397219548,1.3,691.5,91.5,13.232104121475055
BAYRAKLI,EMEK,12562,17365.0,36.9308608547859,0.1623037925966815,0.04480419497768,1.38,18843.0,1478.0,7.843761609085602
BERGAMA,YALNIZEV,814,2250.0,37.29916826232717,0.4159435747430884,-0.0350394449019789,2.76,1221.0,0.0,0.0
BAYINDIR,CINARDIBI,731,6743.0,29.33015703504537,0.6272204103115588,-0.2027784735670735,9.22,1096.5,0.0,0.0
ODEMIS,TURKONU,304,4000.0,39.90898148700109,0.4112943076604093,0.009260952583574,13.16,456.0,0.0,0.0
KINIK,KODUKBURUN,26,300.0,33.65490097072386,0.5502705228927375,-0.0904071175997734,11.54,39.0,0.0,0.0
KARABURUN,HASSEKI,137,791.0,32.16584084097143,0.5120170839527801,-0.092855824372375,5.77,205.5,0.0,0.0
KARSIYAKA,TUNA,5499,2400.0,36.40916654666526,0.0942541037113313,0.0582100081869731,0.44,8248.5,5848.5,70.90380069103473
FOCA,KOZBEYLI,875,11194.0,34.15775293239407,0.4502411376421195,-0.0771984220763848,12.79,1312.5,0.0,0.0
BAYRAKLI,SOGUKKUYU,11921,81029.0,35.87386143114345,0.3100908422269159,-0.0416846732375774,6.8,17881.5,0.0,0.0
DIKILI,DENIZKOY,365,4500.0,35.45135092443478,0.4811752692496772,-0.0634573978597293,12.33,547.5,0.0,0.0
KIRAZ,UMURLU,926,600.0,30.61396740942756,0.5156484942953066,-0.0407166399392881,0.65,1389.0,789.0,56.803455723542115
DIKILI,KABAKUM,1932,8500.0,36.625090278138586,0.3653666624858994,-0.026840018206546,4.4,2898.0,0.0,0.0
ODEMIS,UCEYLUL,4380,42639.0,36.84331557319177,0.4779840233210206,-0.1314516392202047,9.73,6570.0,0.0,0.0
BORNOVA,DOGANLAR,22291,9160.0,36.90515579592684,0.1164036153953071,0.0573956806079362,0.41,33436.5,24276.5,72.60478818058111
ALIAGA,SEHITKEMAL,781,1617.0,30.9723330358677,0.4654759115686024,-0.0732930200502149,2.07,1171.5,0.0,0.0
CIGLI,AHMETEFENDI,2029,3000.0,38.90562522406004,0.1913681905509752,0.0093057221077293,1.48,3043.5,43.5,1.429275505174963
KONAK,SAYGI,4157,750.0,35.697403727512985,0.1409132943307842,0.0710515996907616,0.18,6235.5,5485.5,87.97209526100553
KARABAGLAR,ASIKVEYSEL,1703,8328.0,37.73399438106667,0.0903996699788922,0.0541913373401453,4.89,2554.5,0.0,0.0
BUCA,CAMLIPINAR,12209,6900.0,36.46652482597631,0.1257567258858638,0.0566973945785361,0.57,18313.5,11413.5,62.32287656646736
BERGAMA,KOCAHALILLER,18,130.0,34.14077645843922,0.5694906963478946,-0.0729524722758229,7.22,27.0,0.0,0.0
TIRE,DERELI,260,1100.0,29.415418818335567,0.5612380867694852,-0.1309783815534906,4.23,390.0,0.0,0.0
URLA,TORASAN,1882,8142.0,32.84068918376025,0.3693007833262668,-0.0221369321521525,4.33,2823.0,0.0,0.0
MENEMEN,ATATURK,3906,10600.0,37.063301322593226,0.1084750610595663,0.0448066475878251,2.71,5859.0,0.0,0.0
TIRE,AKKOYUNLU,456,2092.0,37.69267626231572,0.4162027624319666,-0.0026339235316099,4.59,684.0,0.0,0.0
KEMALPASA,VISNELI,627,2407.0,28.86556161601739,0.5971422532394621,-0.1872540601105966,3.84,940.5,0.0,0.0
URLA,HACIISA,1639,17036.0,31.93617266603121,0.2174431105904931,0.0091104018385213,10.39,2458.5,0.0,0.0
KINIK,KALEMKOY,130,550.0,33.889954037609805,0.4691043815664914,-0.0473533320160172,4.23,195.0,0.0,0.0
TIRE,CAMBAZLI,252,1022.0,25.287357879192687,0.6502361270919081,-0.2243140326121849,4.06,378.0,0.0,0.0
BORNOVA,ERGENE,11031,23300.0,37.96950925651308,0.1888621535269926,0.0245072539089454,2.11,16546.5,0.0,0.0
KIRAZ,YAGLAR,448,1900.0,37.754699795813565,0.4314914636138265,-0.0043804003294799,4.24,672.0,0.0,0.0
