ILCE,MAHALLE,MAHALLE_NUFUS_2025,TARIH,YILLIK_NUFUS_ARTIS_HIZI,YILLIK_ARTIS_ORANI,NUFUS_2_YIL_SONRA
Konak,Yenidogan Mah.,1760,2023,-15.09,-0.1509,1269
Konak,Yenigun Mah.,19,2023,-15.09,-0.1509,14
Konak,Yenisehir Mah.,2943,2023,-15.09,-0.1509,2122
Konak,Yesildere Mah.,1290,2023,-15.09,-0.1509,930
Konak,Yesiltepe Mah.,912,2023,-15.09,-0.1509,658
Konak,Yildiz Mah.,132,2023,-15.09,-0.1509,95
Konak,Zafertepe Mah.,12077,2023,-15.09,-0.1509,8707
Konak,Zeybek Mah.,1573,2023,-15.09,-0.1509,1134
Konak,Zeytinlik Mah.,7008,2023,-15.09,-0.1509,5053
Konak,Cahabey Mah.,422,2023,-15.09,-0.1509,304
Konak,Cankaya Mah.,9788,2023,-15.09,-0.1509,7057
Konak,Cimentepe Mah.,2959,2023,-15.09,-0.1509,2133
Konak,Cinarli Mah.,549,2023,-15.09,-0.1509,396
Konak,Cinartepe Mah.,5051,2023,-15.09,-0.1509,3642
Konak,Ulku Mah.,1163,2023,-15.09,-0.1509,838
Konak,Imariye Mah.,59,2023,-15.09,-0.1509,43
Konak,Ismet Kaptan Mah.,426,2023,-15.09,-0.1509,307
Konak,Ismet Pasa Mah.,4120,2023,-15.09,-0.1509,2970
Konak,Sehit Nedim Tugaltay Mah.,146,2023,-15.09,-0.1509,105
Kinik,Arpadere Mah.,294,2023,17.65,0.1765,407
Kinik,Arpaseki Mah.,744,2023,17.65,0.1765,1030
Kinik,Aziziye Mah.,201,2023,17.65,0.1765,278
Kinik,Asagi Mah.,1288,2023,17.65,0.1765,1783
Kinik,Bademalan Mah.,273,2023,17.65,0.1765,378
Kinik,Balaban Mah.,122,2023,17.65,0.1765,169
Kinik,Bagalan Mah.,493,2023,17.65,0.1765,682
Kinik,Buyukoba Mah.,252,2023,17.65,0.1765,349
Kinik,Cumali Mah.,280,2023,17.65,0.1765,388
Kinik,Degirmencieli Mah.,100,2023,17.65,0.1765,138
Kinik,Dundarli Mah.,306,2023,17.65,0.1765,424
Kinik,Elmadere Mah.,533,2023,17.65,0.1765,738
Kinik,Fatih Mah.,4389,2023,17.65,0.1765,6075
Kinik,Hamzahocali Mah.,221,2023,17.65,0.1765,306
Kinik,Isiklar Mah.,206,2023,17.65,0.1765,285
Kinik,Kalemkoy Mah.,130,2023,17.65,0.1765,180
Kinik,Karadere Mah.,138,2023,17.65,0.1765,191
Kinik,Karatekeli Mah.,97,2023,17.65,0.1765,134
Kinik,Kocaomer Mah.,298,2023,17.65,0.1765,412
Kinik,Kodukburun Mah.,26,2023,17.65,0.1765,36
Kinik,Koseler Mah.,306,2023,17.65,0.1765,424
Kinik,Musacali Mah.,56,2023,17.65,0.1765,78
Kinik,Mistiklar Mah.,196,2023,17.65,0.1765,271
Kinik,Osmaniye Mah.,3160,2023,17.65,0.1765,4374
Kinik,Poyracik Mah.,6000,2023,17.65,0.1765,8305
Kinik,Sucahli Mah.,187,2023,17.65,0.1765,259
Kinik,Tastepe Mah.,575,2023,17.65,0.1765,796
Kinik,Turkcedit Mah.,2032,2023,17.65,0.1765,2813
Kinik,Yayakent Mah.,1352,2023,17.65,0.1765,1871
Kinik,Yaylakoy Mah.,258,2023,17.65,0.1765,357
Kinik,Yeni Mah.,2015,2023,17.65,0.1765,2789
Kinik,Yukari Mah.,679,2023,17.65,0.1765,940
Kinik,Calti Mah.,386,2023,17.65,0.1765,534
Kinik,Cankoy Mah.,222,2023,17.65,0.1765,307
Kinik,Ciftlikkoy Mah.,133,2023,17.65,0.1765,184
Kinik,Ortulu Mah.,544,2023,17.65,0.1765,753
Kinik,Ibrahimaga Mah.,111,2023,17.65,0.1765,154
Menderes,Ahmetbeyli Mah.,1073,2023,29.54,0.2954,1801
Menderes,Akcakoy Mah.,463,2023,29.54,0.2954,777
Menderes,Altintepe Mah.,3871,2023,29.54,0.2954,6496
Menderes,Ata Mah.,2203,2023,29.54,0.2954,3697
Menderes,Atakoy Mah.,1877,2023,29.54,0.2954,3150
Menderes,Barbaros Mah.,5165,2023,29.54,0.2954,8667
Menderes,Bulgurca Mah.,2079,2023,29.54,0.2954,3489
Menderes,Cuneytbey Mah.,9245,2023,29.54,0.2954,15514
Menderes,Derekoy Mah.,1756,2023,29.54,0.2954,2947
Menderes,Develi Mah.,2556,2023,29.54,0.2954,4289
Menderes,Degirmendere Mah.,1634,2023,29.54,0.2954,2742
Menderes,Efemcukuru Mah.,428,2023,29.54,0.2954,718
Menderes,Gazipasa Mah.,5486,2023,29.54,0.2954,9206
Menderes,Golcukler Mah.,6109,2023,29.54,0.2954,10251
Menderes,Golova Mah.,234,2023,29.54,0.2954,393
Menderes,Gorece Cumhuriyet Mah.,2831,2023,29.54,0.2954,4751
Menderes,Gumuldur Ataturk Mah.,1613,2023,29.54,0.2954,2707
Menderes,Gumuldur Cumhuriyet Mah.,780,2023,29.54,0.2954,1309
Menderes,Gumuldur Fevzi Cakmak Mah.,4639,2023,29.54,0.2954,7785
Menderes,Gumuldur Inonu Mah.,1127,2023,29.54,0.2954,1891
Menderes,Hurriyet Mah.,4099,2023,29.54,0.2954,6878
Menderes,Karakuyu Mah.,979,2023,29.54,0.2954,1643
Menderes,Kasimpasa Mah.,7077,2023,29.54,0.2954,11876
Menderes,Keler Mah.,144,2023,29.54,0.2954,242
Menderes,Kemalpasa Mah.,10672,2023,29.54,0.2954,17908
Menderes,Kuyucak Mah.,163,2023,29.54,0.2954,274
Menderes,Kuner Mah.,2780,2023,29.54,0.2954,4665
Menderes,Kisik Mah.,481,2023,29.54,0.2954,807
Menderes,Mithatpasa Mah.,6915,2023,29.54,0.2954,11604
Menderes,Orta Mah.,2910,2023,29.54,0.2954,4883
Menderes,Oglananasi Ataturk Mah.,1409,2023,29.54,0.2954,2364
Menderes,Oglananasi Cumhuriyet Mah.,1083,2023,29.54,0.2954,1817
Menderes,Sancakli Mah.,855,2023,29.54,0.2954,1435
Menderes,Tekeli Ataturk Mah.,1556,2023,29.54,0.2954,2611
Menderes,Tekeli Fevzi Cakmak Mah.,1529,2023,29.54,0.2954,2566
Menderes,Yenikoy Mah.,1060,2023,29.54,0.2954,1779
Menderes,Cakaltepe Mah.,673,2023,29.54,0.2954,1129
Menderes,Camonu Mah.,1791,2023,29.54,0.2954,3005
Menderes,Catalca Mah.,606,2023,29.54,0.2954,1017
Menderes,Cile Mah.,788,2023,29.54,0.2954,1322
Menderes,Cileme Mah.,1931,2023,29.54,0.2954,3240
Menderes,Cukuralti Mah.,6000,2023,29.54,0.2954,10068
Menderes,Ozdere Cumhuriyet Mah.,1654,2023,29.54,0.2954,2776
Menderes,Sasal Mah.,518,2023,29.54,0.2954,869
Menemen,29 Ekim Mah.,9055,2023,33.5,0.335,16138
Menemen,30 Agustos Mah.,19083,2023,33.5,0.335,34010
Menemen,75.Yil Cumhuriyet Mah.,457,2023,33.5,0.335,814
Menemen,85.Yil Cumhuriyet Mah.,1964,2023,33.5,0.335,3500
Menemen,9 Eylul Mah.,10552,2023,33.5,0.335,18806
Menemen,Ahihidir Mah.,2494,2023,33.5,0.335,4445
Menemen,Alanici Mah.,379,2023,33.5,0.335,675
Menemen,Ataturk Mah.,3906,2023,33.5,0.335,6961
Menemen,Ayvacik Mah.,402,2023,33.5,0.335,716
Menemen,Bagcilar Mah.,167,2023,33.5,0.335,298
Menemen,Belen Mah.,294,2023,33.5,0.335,524
Menemen,Bozalan Mah.,273,2023,33.5,0.335,487
Menemen,Buruncuk Mah.,442,2023,33.5,0.335,788
Menemen,Camiikebir Mah.,1412,2023,33.5,0.335,2517
Menemen,Cumhuriyet Mah.,3773,2023,33.5,0.335,6724
Menemen,Degirmendere Mah.,1220,2023,33.5,0.335,2174
Menemen,Doga Mah.,576,2023,33.5,0.335,1027
Menemen,Emiralem Merkez Mah.,1484,2023,33.5,0.335,2645
Menemen,Esatpasa Mah.,9611,2023,33.5,0.335,17129
Menemen,Fatih Mah.,1462,2023,33.5,0.335,2606
Menemen,Gaybi Mah.,568,2023,33.5,0.335,1012
Menemen,Gazi Mah.,6038,2023,33.5,0.335,10761
Menemen,Gazi Mustafa Kemal Mah.,4504,2023,33.5,0.335,8027
Menemen,Goktepe Mah.,845,2023,33.5,0.335,1506
Menemen,Golcuk Mah.,7861,2023,33.5,0.335,14010
Menemen,Gorece Mah.,362,2023,33.5,0.335,645
Menemen,Gunerli Mah.,243,2023,33.5,0.335,433
Menemen,Hasanlar Mah.,299,2023,33.5,0.335,533
Menemen,Hatundere Mah.,3329,2023,33.5,0.335,5933
Menemen,Haykiran Mah.,1034,2023,33.5,0.335,1843
Menemen,Irmak Mah.,8390,2023,33.5,0.335,14953
Menemen,Karaorman Mah.,109,2023,33.5,0.335,194
Menemen,Kasimpasa Mah.,15287,2023,33.5,0.335,27245
Menemen,Kazimpasa Mah.,3021,2023,33.5,0.335,5384
Menemen,Kemal Ataturk Mah.,6457,2023,33.5,0.335,11508
Menemen,Kesik Mah.,731,2023,33.5,0.335,1303
Menemen,Kir Mah.,261,2023,33.5,0.335,465
Menemen,Mermerli Mah.,7981,2023,33.5,0.335,14224
Menemen,Musabey Mah.,295,2023,33.5,0.335,526
Menemen,Mustafa Kemal Ataturk Mah.,490,2023,33.5,0.335,873
Menemen,Seydinnasrullah Mah.,592,2023,33.5,0.335,1055
Menemen,Suleymanli Mah.,527,2023,33.5,0.335,939
Menemen,Suzbeyli Mah.,43,2023,33.5,0.335,77
Menemen,Telekler Mah.,143,2023,33.5,0.335,255
Menemen,Turgutlar Mah.,53,2023,33.5,0.335,94
Menemen,Tuzcullu Mah.,278,2023,33.5,0.335,495
Menemen,Tulbentli Mah.,2220,2023,33.5,0.335,3957
Menemen,Ulus Mah.,4062,2023,33.5,0.335,7239
Menemen,Ugur Mumcu Mah.,16975,2023,33.5,0.335,30253
Menemen,Villakent Mah.,2915,2023,33.5,0.335,5195
Menemen,Yahselli Mah.,4668,2023,33.5,0.335,8319
Menemen,Yanikkoy Mah.,704,2023,33.5,0.335,1255
Menemen,Yayla Mah.,987,2023,33.5,0.335,1759
Menemen,Yesil Pinar Mah.,4240,2023,33.5,0.335,7557
Menemen,Yildirim Mah.,1342,2023,33.5,0.335,2392
Menemen,Zafer Mah.,1223,2023,33.5,0.335,2180
Menemen,Zeytinlik Mah.,3063,2023,33.5,0.335,5459
Menemen,Calti Mah.,244,2023,33.5,0.335,435
Menemen,Cavus Mah.,398,2023,33.5,0.335,709
Menemen,Cukurkoy Mah.,689,2023,33.5,0.335,1228
Menemen,Incirli Pinar Mah.,6091,2023,33.5,0.335,10856
Menemen,Inonu Mah.,3049,2023,33.5,0.335,5434
Menemen,Ismet Inonu Mah.,13116,2023,33.5,0.335,23376
Menemen,Istiklal Mah.,15651,2023,33.5,0.335,27894
Menemen,Ignedere Mah.,125,2023,33.5,0.335,223
Narlidere,2. Inonu Mah.,8492,2023,-12.39,-0.12390000000000001,6518
Narlidere,Altievler Mah.,2224,2023,-12.39,-0.12390000000000001,1707
Narlidere,Ataturk Mah.,5363,2023,-12.39,-0.12390000000000001,4116
Narlidere,Huzur Mah.,6803,2023,-12.39,-0.12390000000000001,5222
Narlidere,Ilica Mah.,8231,2023,-12.39,-0.12390000000000001,6318
Narlidere,Limanreis Mah.,3213,2023,-12.39,-0.12390000000000001,2466
Narlidere,Narli Mah.,7321,2023,-12.39,-0.12390000000000001,5619
Narlidere,Sahilevleri Mah.,2016,2023,-12.39,-0.12390000000000001,1547
Narlidere,Yenikale Mah.,5217,2023,-12.39,-0.12390000000000001,4004
Narlidere,Camtepe Mah.,5952,2023,-12.39,-0.12390000000000001,4568
Narlidere,Catalkaya Mah.,6488,2023,-12.39,-0.12390000000000001,4980
Seferihisar,Akarca Mah.,3019,2023,63.02,0.6302,8023
Seferihisar,Ataturk Mah.,1696,2023,63.02,0.6302,4507
Seferihisar,Bengiler Mah.,2670,2023,63.02,0.6302,7096
Seferihisar,Beyler Mah.,342,2023,63.02,0.6302,909
Seferihisar,Camikebir Mah.,9997,2023,63.02,0.6302,26568
Seferihisar,Cumhuriyet Mah.,1597,2023,63.02,0.6302,4244
Seferihisar,Duzce Mah.,1503,2023,63.02,0.6302,3994
Seferihisar,Godence Mah.,337,2023,63.02,0.6302,896
Seferihisar,Golcuk Mah.,137,2023,63.02,0.6302,364
Seferihisar,Hidirlik Mah.,7076,2023,63.02,0.6302,18805
Seferihisar,Kavakdere Mah.,308,2023,63.02,0.6302,819
Seferihisar,Mersin Alani Mah.,3282,2023,63.02,0.6302,8722
Seferihisar,Necat Hepkon Mah.,6024,2023,63.02,0.6302,16009
Seferihisar,Orhanli Mah.,1426,2023,63.02,0.6302,3790
Seferihisar,Payamli Mah.,1776,2023,63.02,0.6302,4720
Seferihisar,Sigacik Mah.,4273,2023,63.02,0.6302,11356
Seferihisar,Tepecik Mah.,2018,2023,63.02,0.6302,5363
Seferihisar,Turabiye Mah.,7873,2023,63.02,0.6302,20923
Seferihisar,Turgut Mah.,392,2023,63.02,0.6302,1042
Seferihisar,Ulamis Mah.,3107,2023,63.02,0.6302,8257
Seferihisar,Camtepe Mah.,126,2023,63.02,0.6302,335
Seferihisar,Colak Ibrahim Bey Mah.,4633,2023,63.02,0.6302,12312
Seferihisar,Ihsaniye Mah.,100,2023,63.02,0.6302,266
Selcuk,14 Mayis Mah.,7244,2023,8.25,0.0825,8489
Selcuk,Acarlar Mah.,388,2023,8.25,0.0825,455
Selcuk,Ataturk Mah.,7953,2023,8.25,0.0825,9319
Selcuk,Barutcu Mah.,142,2023,8.25,0.0825,166
Selcuk,Belevi Mah.,1888,2023,8.25,0.0825,2212
Selcuk,Cumhuriyet Mah.,7107,2023,8.25,0.0825,8328
Selcuk,Gokcealan Mah.,984,2023,8.25,0.0825,1153
Selcuk,Havutculu Mah.,249,2023,8.25,0.0825,292
Selcuk,Sultaniye Mah.,36,2023,8.25,0.0825,42
Selcuk,Zafer Mah.,7804,2023,8.25,0.0825,9145
Selcuk,Zeytinkoy Mah.,757,2023,8.25,0.0825,887
Selcuk,Camlik Mah.,980,2023,8.25,0.0825,1148
Selcuk,Isa Bey Mah.,2585,2023,8.25,0.0825,3029
Selcuk,Sirince Mah.,461,2023,8.25,0.0825,540
Tire,4 Eylul Mah.,4062,2023,5.39,0.053899999999999997,4512
Tire,Adnan Menderes Mah.,5014,2023,5.39,0.053899999999999997,5569
Tire,Akkoyunlu Mah.,456,2023,5.39,0.053899999999999997,506
Tire,Akmescit Mah.,457,2023,5.39,0.053899999999999997,508
Tire,Akyurt Mah.,366,2023,5.39,0.053899999999999997,407
Tire,Akcasehir Mah.,213,2023,5.39,0.053899999999999997,237
Tire,Alacali Mah.,228,2023,5.39,0.053899999999999997,253
Tire,Alayli Mah.,224,2023,5.39,0.053899999999999997,249
Tire,Armutlu Mah.,46,2023,5.39,0.053899999999999997,51
Tire,Ataturk Mah.,6153,2023,5.39,0.053899999999999997,6834
Tire,Ayaklikiri Mah.,302,2023,5.39,0.053899999999999997,335
Tire,Bahariye Mah.,1068,2023,5.39,0.053899999999999997,1186
Tire,Baskoy Mah.,454,2023,5.39,0.053899999999999997,504
Tire,Boynuyogun Mah.,326,2023,5.39,0.053899999999999997,362
Tire,Buyukkale Mah.,463,2023,5.39,0.053899999999999997,514
Tire,Buyukkemerdere Mah.,359,2023,5.39,0.053899999999999997,399
Tire,Buyukkomurcu Mah.,318,2023,5.39,0.053899999999999997,353
Tire,Cambazli Mah.,252,2023,5.39,0.053899999999999997,280
Tire,Cumhuriyet Mah.,3545,2023,5.39,0.053899999999999997,3937
Tire,Dallik Mah.,316,2023,5.39,0.053899999999999997,351
Tire,Dagdere Mah.,325,2023,5.39,0.053899999999999997,361
Tire,Dere Mah.,1358,2023,5.39,0.053899999999999997,1508
Tire,Derebasi Mah.,840,2023,5.39,0.053899999999999997,933
Tire,Dereli Mah.,260,2023,5.39,0.053899999999999997,289
Tire,Dibekci Mah.,76,2023,5.39,0.053899999999999997,84
Tire,Doyranli Mah.,286,2023,5.39,0.053899999999999997,318
Tire,Duatepe Mah.,374,2023,5.39,0.053899999999999997,415
Tire,Dumlupinar Mah.,557,2023,5.39,0.053899999999999997,619
Tire,Dundarli Mah.,307,2023,5.39,0.053899999999999997,341
Tire,Ertugrul Mah.,650,2023,5.39,0.053899999999999997,722
Tire,Eskioba Mah.,481,2023,5.39,0.053899999999999997,534
Tire,Egridere Mah.,612,2023,5.39,0.053899999999999997,680
Tire,Fatih Mah.,11988,2023,5.39,0.053899999999999997,13315
Tire,Gokcen Mah.,926,2023,5.39,0.053899999999999997,1029
Tire,Halkapinar Mah.,159,2023,5.39,0.053899999999999997,177
Tire,Hasancavuslar Mah.,150,2023,5.39,0.053899999999999997,167
Tire,Hisarlik Mah.,188,2023,5.39,0.053899999999999997,209
Tire,Hurriyet Mah.,8683,2023,5.39,0.053899999999999997,9644
Tire,Isiklar Mah.,460,2023,5.39,0.053899999999999997,511
Tire,Isikli Mah.,742,2023,5.39,0.053899999999999997,824
Tire,Kahrat Mah.,1152,2023,5.39,0.053899999999999997,1280
Tire,Kaplan Mah.,108,2023,5.39,0.053899999999999997,120
Tire,Karaca Ali Mah.,233,2023,5.39,0.053899999999999997,259
Tire,Karateke Mah.,558,2023,5.39,0.053899999999999997,620
Tire,Ketenci Mah.,1322,2023,5.39,0.053899999999999997,1468
Tire,Kireli Mah.,669,2023,5.39,0.053899999999999997,743
Tire,Kocaaliler Mah.,81,2023,5.39,0.053899999999999997,90
Tire,Kurtulus Mah.,4891,2023,5.39,0.053899999999999997,5432
Tire,Kursak Mah.,154,2023,5.39,0.053899999999999997,171
Tire,Kurdullu Mah.,282,2023,5.39,0.053899999999999997,313
Tire,Kucukburun Mah.,143,2023,5.39,0.053899999999999997,159
Tire,Kucukkale Mah.,212,2023,5.39,0.053899999999999997,235
Tire,Kucukkemerdere Mah.,593,2023,5.39,0.053899999999999997,659
Tire,Kucukkomurcu Mah.,120,2023,5.39,0.053899999999999997,133
Tire,Kirtepe Mah.,439,2023,5.39,0.053899999999999997,488
Tire,Kizilcahavlu Mah.,473,2023,5.39,0.053899999999999997,525
Tire,Mahmutlar Mah.,324,2023,5.39,0.053899999999999997,360
Tire,Mehmetler Mah.,188,2023,5.39,0.053899999999999997,209
Tire,Musalar Mah.,215,2023,5.39,0.053899999999999997,239
Tire,Ortakoy Mah.,129,2023,5.39,0.053899999999999997,143
Tire,Osmancik Mah.,257,2023,5.39,0.053899999999999997,285
Tire,Pasa Mah.,875,2023,5.39,0.053899999999999997,972
Tire,Pesrefli Mah.,562,2023,5.39,0.053899999999999997,624
Tire,Saruhanli Mah.,208,2023,5.39,0.053899999999999997,231
Tire,Sarilar Mah.,506,2023,5.39,0.053899999999999997,562
Tire,Somak Mah.,187,2023,5.39,0.053899999999999997,208
Tire,Toki Mah.,2719,2023,5.39,0.053899999999999997,3020
Tire,Topalak Mah.,161,2023,5.39,0.053899999999999997,179
Tire,Toparlar Mah.,105,2023,5.39,0.053899999999999997,117
Tire,Turan Mah.,1578,2023,5.39,0.053899999999999997,1753
Tire,Turgutlu Mah.,141,2023,5.39,0.053899999999999997,157
Tire,Yamandere Mah.,225,2023,5.39,0.053899999999999997,250
Tire,Yemisler Mah.,92,2023,5.39,0.053899999999999997,102
Tire,Yeni Mah.,1299,2023,5.39,0.053899999999999997,1443
Tire,Yenioba Mah.,233,2023,5.39,0.053899999999999997,259
Tire,Yeniciftlik Mah.,523,2023,5.39,0.053899999999999997,581
Tire,Yenisehir Mah.,106,2023,5.39,0.053899999999999997,118
Tire,Yegenli Mah.,441,2023,5.39,0.053899999999999997,490
Tire,Cayirli Mah.,264,2023,5.39,0.053899999999999997,293
Tire,Cerikozu Mah.,342,2023,5.39,0.053899999999999997,380
Tire,Ciniyeri Mah.,557,2023,5.39,0.053899999999999997,619
Tire,Cobankoy Mah.,260,2023,5.39,0.053899999999999997,289
Tire,Cukurkoy Mah.,129,2023,5.39,0.053899999999999997,143
Tire,Uzumler Mah.,169,2023,5.39,0.053899999999999997,188
Tire,Ibni Melek Mah.,4525,2023,5.39,0.053899999999999997,5026
Tire,Ihsaniye Mah.,1856,2023,5.39,0.053899999999999997,2061
Tire,Ipekciler Mah.,1629,2023,5.39,0.053899999999999997,1809
Tire,Istiklal Mah.,1249,2023,5.39,0.053899999999999997,1387
Torbali,19 Mayis Mah.,832,2023,29.48,0.2948,1395
Torbali,Ahmetli Mah.,1006,2023,29.48,0.2948,1687
Torbali,Alpkent Mah.,9891,2023,29.48,0.2948,16582
Torbali,Arslanlar Mah.,838,2023,29.48,0.2948,1405
Torbali,Atalan Mah.,462,2023,29.48,0.2948,775
Torbali,Ataturk Mah.,15007,2023,29.48,0.2948,25159
Torbali,Ayrancilar Mah.,17428,2023,29.48,0.2948,29218
Torbali,Bahcelievler Mah.,5274,2023,29.48,0.2948,8842
Torbali,Bozkoy Mah.,455,2023,29.48,0.2948,763
Torbali,Bulbuldere Mah.,170,2023,29.48,0.2948,285
Torbali,Cumhuriyet Mah.,10377,2023,29.48,0.2948,17397
Torbali,Dagkizilca Mah.,961,2023,29.48,0.2948,1611
Torbali,Dagteke Mah.,149,2023,29.48,0.2948,250
Torbali,Demirci Mah.,517,2023,29.48,0.2948,867
Torbali,Dirmil Mah.,741,2023,29.48,0.2948,1242
Torbali,Duverlik Mah.,167,2023,29.48,0.2948,280
Torbali,Ertugrul Mah.,19213,2023,29.48,0.2948,32211
Torbali,Egerci Mah.,1028,2023,29.48,0.2948,1723
Torbali,Fevzi Cakmak Mah.,15461,2023,29.48,0.2948,25920
Torbali,Gazi Mustafa Kemal Mah.,1090,2023,29.48,0.2948,1827
Torbali,Golluce Mah.,650,2023,29.48,0.2948,1090
Torbali,Helvaci Mah.,218,2023,29.48,0.2948,365
Torbali,Kaplancik Mah.,253,2023,29.48,0.2948,424
Torbali,Karakuyu Mah.,533,2023,29.48,0.2948,894
Torbali,Karakizlar Mah.,481,2023,29.48,0.2948,806
Torbali,Karaot Mah.,275,2023,29.48,0.2948,461
Torbali,Karsiyaka Mah.,2720,2023,29.48,0.2948,4560
Torbali,Kazim Karabekir Mah.,3368,2023,29.48,0.2948,5646
Torbali,Kuscuburun Mah.,1900,2023,29.48,0.2948,3185
Torbali,Kirbas Mah.,234,2023,29.48,0.2948,392
Torbali,Muratbey Mah.,24226,2023,29.48,0.2948,40615
Torbali,Mustafa Kemal Ataturk Mah.,1028,2023,29.48,0.2948,1723
Torbali,Naime Mah.,292,2023,29.48,0.2948,490
Torbali,Ormankoy Mah.,290,2023,29.48,0.2948,486
Torbali,Ortakoy Mah.,101,2023,29.48,0.2948,169
Torbali,Pamukyazi Mah.,2136,2023,29.48,0.2948,3581
Torbali,Pancar Mah.,1907,2023,29.48,0.2948,3197
Torbali,Saipler Mah.,264,2023,29.48,0.2948,443
Torbali,Saglik Mah.,141,2023,29.48,0.2948,236
Torbali,Subasi Mah.,2669,2023,29.48,0.2948,4475
Torbali,Taskesik Mah.,526,2023,29.48,0.2948,882
Torbali,Tepekoy Mah.,7340,2023,29.48,0.2948,12306
Torbali,Torbali Mah.,23490,2023,29.48,0.2948,39381
Torbali,Tulum Mah.,462,2023,29.48,0.2948,775
Torbali,Turkmenkoy Mah.,1948,2023,29.48,0.2948,3266
Torbali,Yazibasi Mah.,3388,2023,29.48,0.2948,5680
Torbali,Yedi Eylul Mah.,5004,2023,29.48,0.2948,8389
Torbali,Yemislik Mah.,2172,2023,29.48,0.2948,3641
Torbali,Yeni Mah.,1415,2023,29.48,0.2948,2372
Torbali,Yenikoy Mah.,1531,2023,29.48,0.2948,2567
Torbali,Yesilkoy Mah.,562,2023,29.48,0.2948,942
Torbali,Yogurtcular Mah.,350,2023,29.48,0.2948,587
Torbali,Cakirbeyli Mah.,528,2023,29.48,0.2948,885
Torbali,Camlica Mah.,284,2023,29.48,0.2948,476
Torbali,Capak Mah.,1856,2023,29.48,0.2948,3112
Torbali,Caybasi Mah.,1447,2023,29.48,0.2948,2426
Torbali,Ozbey Mah.,3628,2023,29.48,0.2948,6082
Torbali,Inonu Mah.,20307,2023,29.48,0.2948,34045
Torbali,Istiklal Mah.,2382,2023,29.48,0.2948,3993
Torbali,Sehitler Mah.,760,2023,29.48,0.2948,1274
Urla,Altintas Mah.,3455,2023,37.59,0.3759,6541
Urla,Ataturk Mah.,4652,2023,37.59,0.3759,8807
Urla,Bademler Mah.,2599,2023,37.59,0.3759,4920
Urla,Balikliova Mah.,1246,2023,37.59,0.3759,2359
Urla,Barbaros Mah.,462,2023,37.59,0.3759,875
Urla,Birgi Mah.,207,2023,37.59,0.3759,392
Urla,Camiatik Mah.,787,2023,37.59,0.3759,1490
Urla,Demircili Mah.,262,2023,37.59,0.3759,496
Urla,Denizli Mah.,3772,2023,37.59,0.3759,7141
Urla,Gulbahce Mah.,7039,2023,37.59,0.3759,13326
Urla,Guvendik Mah.,3900,2023,37.59,0.3759,7383
Urla,Haci Isa Mah.,1639,2023,37.59,0.3759,3103
Urla,Kadiovacik Mah.,347,2023,37.59,0.3759,657
Urla,Kalabak Mah.,5663,2023,37.59,0.3759,10721
Urla,Kuscular Mah.,4060,2023,37.59,0.3759,7686
Urla,M.Fevzi Cakmak Mah.,3417,2023,37.59,0.3759,6469
Urla,Naipli Mah.,369,2023,37.59,0.3759,699
Urla,Nohutalan Mah.,171,2023,37.59,0.3759,324
Urla,Ovacik Mah.,201,2023,37.59,0.3759,381
Urla,Rustem Mah.,1366,2023,37.59,0.3759,2586
Urla,Sira Mah.,3363,2023,37.59,0.3759,6366
Urla,Torasan Mah.,1882,2023,37.59,0.3759,3563
Urla,Uzunkuyu Mah.,601,2023,37.59,0.3759,1138
Urla,Yaka Mah.,4955,2023,37.59,0.3759,9380
Urla,Yagcilar Mah.,549,2023,37.59,0.3759,1039
Urla,Yelalti Mah.,3290,2023,37.59,0.3759,6228
Urla,Yeni Mah.,624,2023,37.59,0.3759,1181
Urla,Yenice Mah.,1364,2023,37.59,0.3759,2582
Urla,Yenikent Mah.,3114,2023,37.59,0.3759,5895
Urla,Zeytinalani Mah.,2360,2023,37.59,0.3759,4468
Urla,Zeytineli Mah.,412,2023,37.59,0.3759,780
Urla,Zeytinler Mah.,491,2023,37.59,0.3759,930
Urla,Camlicay Mah.,2983,2023,37.59,0.3759,5647
Urla,Ozbek Mah.,1875,2023,37.59,0.3759,3550
Urla,Iskele Mah.,3057,2023,37.59,0.3759,5787
Urla,Icmeler Mah.,3620,2023,37.59,0.3759,6853
Urla,Sirinkent Mah.,1867,2023,37.59,0.3759,3534
Cesme,16 Eylul Mah.,3653,2023,22.31,0.2231,5465
Cesme,Alacati Mah.,10715,2023,22.31,0.2231,16029
Cesme,Altinkum Mah.,212,2023,22.31,0.2231,317
Cesme,Altinyunus Mah.,453,2023,22.31,0.2231,678
Cesme,Ardic Mah.,613,2023,22.31,0.2231,917
Cesme,Boyalik Mah.,495,2023,22.31,0.2231,741
Cesme,Celal Bayar Mah.,866,2023,22.31,0.2231,1296
Cesme,Cumhuriyet Mah.,1264,2023,22.31,0.2231,1891
Cesme,Dalyan Mah.,2592,2023,22.31,0.2231,3878
Cesme,Fahrettinpasa Mah.,427,2023,22.31,0.2231,639
Cesme,Germiyan Mah.,1783,2023,22.31,0.2231,2667
Cesme,Ildir Mah.,751,2023,22.31,0.2231,1123
Cesme,Ilica Mah.,1282,2023,22.31,0.2231,1918
Cesme,Karakoy Mah.,28,2023,22.31,0.2231,42
Cesme,Musalla Mah.,5534,2023,22.31,0.2231,8279
Cesme,Ovacik Mah.,3115,2023,22.31,0.2231,4660
