ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2
BAYINDIR,PINARLI,1244,4786.0,36.71443078278367,0.4593706449295708,-0.0576379898257144,3.85
BAYINDIR,SADIKPASA,5033,17510.0,35.3069258707818,0.4874597397680688,-0.1460115123205907,3.48
BAYINDIR,SARIYURT,346,1576.0,26.35047596202117,0.6878174934696705,-0.2465876341943318,4.55
BAYINDIR,SOGUTOREN,725,2000.0,33.45780481803184,0.5726450382511881,-0.1535339660679537,2.76
BAYINDIR,TOKATBASI,525,1500.0,34.28665416109392,0.4962079460259915,-0.1489718038442448,2.86
BAYINDIR,TURAN,388,1500.0,35.19521511381059,0.3939083240872148,-0.0478097612938541,3.87
BAYINDIR,YAKACIK,567,7440.0,35.68051489080801,0.5238924208939504,-0.1588747077692164,13.12
BAYINDIR,YAKAPINAR,863,4316.0,37.11908086551252,0.4794572969926499,-0.1187836696959751,5.0
BAYINDIR,YESILOVA,732,1070.0,36.08029618299706,0.2764695867395567,-0.022837147006966,1.46
BAYINDIR,YUSUFLU,835,3875.0,36.92575072722159,0.4732040956294469,-0.0988045412672343,4.64
BAYINDIR,ZEYTINOVA,1184,5400.0,37.55559907882358,0.4366629263375834,-0.0671439907995742,4.56
BAYRAKLI,75.YIL,3330,19483.0,36.59466544329853,0.2247551148759276,0.0182492651183498,5.85
BAYRAKLI,ADALET,18405,28581.0,35.55010671496995,0.1771445975310206,0.011301458286529,1.55
BAYRAKLI,ALPASLAN,8107,2975.0,35.902437328184966,0.1223227077874155,0.0643991720991857,0.37
BAYRAKLI,BAYRAKLI,6211,4480.0,34.02272895769421,0.187388744821704,-0.0012990248905658,0.72
BAYRAKLI,CAY,7816,7409.0,35.652786119809925,0.0906104493514789,0.0761967793292754,0.95
BAYRAKLI,CENGIZHAN,12243,94000.0,35.734300320779425,0.1739504869755938,0.0432061777357376,7.68
BAYRAKLI,CICEK,9840,11000.0,36.40443232970125,0.1136933778490507,0.0650510432205759,1.12
BAYRAKLI,DOGANCAY,2242,8426.0,34.09614402376763,0.4353983018972022,-0.0537870241306086,3.76
BAYRAKLI,EMEK,12562,17365.0,36.9308608547859,0.1623037925966815,0.04480419497768,1.38
BAYRAKLI,FUATEDIPBAKSI,11077,27624.0,35.82543295625513,0.20793889299567,0.0128644788654937,2.49
BAYRAKLI,GUMUSPALA,15554,10742.0,35.939494475842146,0.1374260631351041,0.0463255501074143,0.69
BAYRAKLI,KORFEZ,5916,21445.0,36.91660531598015,0.3889669725845006,-0.0176285984069919,3.62
BAYRAKLI,MANAVKUYU,24158,196895.0,35.03790203543698,0.2448728295927282,-0.0197160904129529,8.15
BAYRAKLI,MANSUROGLU,19688,133908.0,35.67837959837603,0.2055613774477262,-0.0061176716511892,6.8
BAYRAKLI,MUHITTINERENER,8178,715.0,36.080648921775065,0.1039573712084789,0.0689881436291833,0.09
BAYRAKLI,ORG.NAFIZGURMAN,13851,51808.0,36.34862681579272,0.2561678016772246,0.0304261770888064,3.74
BAYRAKLI,OSMANGAZI,25348,72482.0,36.99059158465048,0.2031916908720301,0.0054485723066,2.86
BAYRAKLI,POSTACILAR,12544,30983.0,37.54236264450462,0.1954670372648084,0.0428313762408143,2.47
BAYRAKLI,R.SEVKETINCE,12495,17502.0,37.486968169334425,0.1367205538999545,0.0519786957365898,1.4
BAYRAKLI,SOGUKKUYU,11921,81029.0,35.87386143114345,0.3100908422269159,-0.0416846732375774,6.8
BAYRAKLI,TEPEKULE,14256,38667.0,35.75261597770438,0.1901431414842282,0.0190458101679749,2.71
BERGAMA,AHMETBEYLER,248,600.0,35.95819070000203,0.3580084470335887,0.0049910845090794,2.42
BERGAMA,AKCENGER,180,450.0,34.274997531721226,0.4436129761816584,-0.0248237459743111,2.5
BERGAMA,ALACALAR,107,2500.0,35.50283124012708,0.5230839506066468,-0.0926782556764965,23.36
BERGAMA,ALHATLI,228,350.0,31.976922872127165,0.5098844133462614,-0.0923756057002617,1.54
BERGAMA,ALIBEYLI,394,5000.0,38.14730924012414,0.3477613361497397,0.0387336180364428,12.69
BERGAMA,ARMAGANLAR,105,200.0,35.83020020370795,0.41867588047561,-0.0330524817369818,1.9
BERGAMA,ASAGIBEY,475,1750.0,31.223001049760907,0.6458806068949431,-0.1992153686673574,3.68
BERGAMA,ASAGICUMA,475,4000.0,36.622977217106666,0.5082819600170712,-0.0707869107325044,8.42
BERGAMA,ASAGIILGINDERE,79,2000.0,33.84950768814314,0.466843191989817,-0.0741034636947259,25.32
BERGAMA,ASAGIKIRIKLAR,476,3500.0,35.46458136866524,0.2950890932113041,0.0203303626739559,7.35
BERGAMA,ATCILAR,56,250.0,37.66551804635986,0.3921143213882271,0.0285991133966167,4.46
BERGAMA,ATMACA,1921,5922.0,38.32021725361079,0.2245709370645567,0.0570553455351851,3.08
BERGAMA,AVUNDUK,24,150.0,34.404590567994944,0.4651612954860801,-0.0141647044606655,6.25
BERGAMA,AYASKENT,643,5000.0,34.86728941956296,0.3502359785222914,-0.0119848297000404,7.78
BERGAMA,AYVATLAR,195,750.0,31.763001325764808,0.6332940127016956,-0.1836282443179245,3.85
BERGAMA,AZIZIYE,300,1900.0,36.61483803400799,0.2903706553868744,0.0241532134474331,6.33
BERGAMA,BAYRAMCILAR,142,600.0,35.77170919160936,0.46200949624723,-0.0028879308564894,4.23
BERGAMA,BEKIRLER,18,90000.0,32.12348565074417,0.5876121160004373,-0.0968824136563091,5000.0
BERGAMA,BOLCEK,945,3500.0,34.73610323243115,0.3580177795796418,-0.0380973261578389,3.7
BERGAMA,BOZKOY,256,2500.0,33.43003880782844,0.4401618672385183,-0.0815564858809495,9.77
