ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2
BORNOVA,KIZILAY,15749,5400.0,38.59893392737956,0.27370627507991,-0.0146998323498176,0.34
BORNOVA,KOSUKAVAK,7690,1000.0,35.821271366953795,0.0870452356662518,0.0562473858550147,0.13
BORNOVA,LAKA,449,2700.0,38.66584558094784,0.3333601053648897,0.0252965460307109,6.01
BORNOVA,MERIC,8568,162620.0,36.08129667257518,0.24732848986473,0.0127041865915181,18.98
BORNOVA,MEVLANA,25747,62240.0,36.2476844556466,0.1549130189805694,0.0355668209218066,2.42
BORNOVA,NALDOKEN,10874,21900.0,34.73069165909328,0.3776946940806597,-0.0688788922105814,2.01
BORNOVA,RAFETPASA,17716,4000.0,36.212961006949904,0.1031109957891594,0.0489528428505309,0.23
BORNOVA,SERINTEPE,6397,6000.0,35.66822854951375,0.1423773320728296,0.0420352194256188,0.94
BORNOVA,UMIT,4380,8000.0,36.41540963232976,0.2332260771803039,0.0272632644926416,1.83
BORNOVA,YESILCAM,3938,3000.0,35.187804228694766,0.1973026352126196,0.0320921471196772,0.76
BORNOVA,YILDIRIMBEYAZIT,5637,5600.0,36.79399248994661,0.0771637748345172,0.0811050553799539,0.99
BUCA,ADATEPE,20517,243453.0,31.16965623166641,0.4693050300592482,-0.1077026462864751,11.87
BUCA,BELENBASI,1838,22960.0,34.22962185034556,0.4789847879858604,-0.1032177511910512,12.49
BUCA,BUCAKOOP,19565,4345.0,34.959730206971415,0.191085759474353,0.0184250934322835,0.22
BUCA,CAGDAS,2358,121190.0,36.71228184913596,0.2851204352298508,-0.0117364880726393,51.4
BUCA,CALDIRAN,3298,4750.0,36.184749348326406,0.2186128569297331,0.0180940802245228,1.44
BUCA,CAMLIKULE,21632,9515.0,36.05473990234087,0.1047620104135339,0.0710217367499929,0.44
BUCA,CAMLIPINAR,12209,6900.0,36.46652482597631,0.1257567258858638,0.0566973945785361,0.57
BUCA,DICLE,5892,6000.0,37.16300435627525,0.0923404020846537,0.0707732215441595,1.02
BUCA,EFELER,19357,60067.0,36.47881469303787,0.1784286416661168,0.0489925506635082,3.1
BUCA,FIRAT,21027,41500.0,36.15826048287258,0.2011849635273235,0.0308961139349488,1.97
BUCA,GOKSU,29709,26644.0,35.67006807386071,0.0611457645408853,0.0937060252729367,0.9
BUCA,GUVEN,6549,1711.0,36.98769060419738,0.1006107934970537,0.1183070245220301,0.26
BUCA,IZKENT,5152,9437.0,37.46878330474031,0.2514380046076332,0.0052158763038787,1.83
BUCA,KARACAAGAC,1014,524.0,34.6870931207492,0.4910616596505113,-0.1019035372856407,0.52
BUCA,KARANFIL,3694,7600.0,33.855275556237686,0.297746266375003,-0.0182260621816237,2.06
BUCA,KAYNAKLARMERKEZ,1891,9123.0,27.12118341696653,0.6222871713042776,-0.2169207965403746,4.82
BUCA,KIRKLAR,3511,11189.0,29.76733219962963,0.5268527550702405,-0.1200007535749158,3.19
BUCA,KOZAGAC,21203,38071.0,35.604816147957585,0.1445534110254914,0.0391790996590393,1.8
BUCA,KURUCESME,17407,10608.0,33.71965189097419,0.1568542440456288,0.0442290419247283,0.61
BUCA,LALELI,6993,1265.0,35.60213764249272,0.1161560350980069,0.0878434969104569,0.18
BUCA,MURATHAN,3641,11202.0,34.79053158623569,0.2192987986660952,0.0233762503667577,3.08
BUCA,MUSTAFAKEMAL,22106,1600.0,37.45515677957634,0.2260829909603865,0.0396450288988095,0.07
BUCA,SEYHAN,2494,5000.0,37.29720505960735,0.0537092766009424,0.0810084313321615,2.0
BUCA,SIRINKAPI,4197,8330.0,35.196097006034286,0.2347638409715908,0.0077361023133513,1.98
BUCA,UFUK,15852,6800.0,34.60278897599503,0.3657584718587901,-0.0231851376665882,0.43
BUCA,VALIRAHMIBEY,8838,4000.0,35.98212063191224,0.2390201944249927,0.0250295276140184,0.45
BUCA,YAYLACIK,17352,7926.0,35.260714407527544,0.1547819580795098,0.041112135717821,0.46
BUCA,YENIGUN,22055,18250.0,36.632891768267015,0.0991230683938168,0.0951478096274371,0.83
BUCA,YESILBAGLAR,19299,13605.0,36.21455980585099,0.1039832069406544,0.0762742477864898,0.7
BUCA,YILDIZ,26517,22800.0,35.43529787705444,0.1316350447854881,0.0654459395749271,0.86
CESME,16EYLUL,3653,9150.0,32.78243250387866,0.2849116779442718,0.0002112084933849,2.5
CESME,ALACATI,10715,75493.0,34.2562347442347,0.3059750565119308,0.0780484068444406,7.05
CESME,ALTINKUM,212,5001.0,32.49812257789972,0.2831704583306496,0.0280140924446671,23.59
CESME,ALTINYUNUS,453,3260.0,29.367679840113706,0.2800129695438109,-0.0697162321743605,7.2
CESME,ARDIC,613,15118.0,29.921811921640263,0.4156309422402184,-0.0736325724194548,24.66
CESME,BOYALIK,495,5880.0,30.228009712020707,0.2863698690872382,-0.0642012070525661,11.88
CESME,CAKABEY,265,7000.0,32.35082434243312,0.3759830534442331,-0.0104468157014199,26.42
CESME,CELALBAYAR,866,6240.0,31.378002953724376,0.3484265834919596,-0.008689820800665,7.21
CESME,CIFTLIK,2427,12430.0,33.05819836226371,0.3212202017194184,0.0277416384339025,5.12
CESME,DALYAN,2592,14470.0,31.988255803941843,0.2861018844907652,-0.016570668527092,5.58
CESME,FAHRETTINPASA,427,3276.0,31.558899381481496,0.4252901205056216,-0.0676967756585023,7.67
CESME,GERMIYAN,1783,16592.0,34.89506272278452,0.4330044164051411,0.0185677520262888,9.31
CESME,ILDIR,751,11300.0,34.263984621102075,0.39311897366091,0.0050058427657971,15.05
CESME,MUSALLA,5534,30143.0,33.88128997934066,0.307090632281032,0.019790674775797,5.45
CESME,REISDERE,5199,18500.0,33.33333723196961,0.1732899618434571,0.0292404804136515,3.56
CESME,SEHITMEHMET,396,6440.0,32.9826730127723,0.3101004049070219,0.016437621432937,16.26
CESME,SIFNE,1224,5838.0,33.545397743561814,0.2445418079967936,0.0403112356009284,4.77
CESME,UNIVERSITE,556,5146.0,33.46342978614941,0.3029708691768906,-0.0441365329745154,9.26
CIGLI,AHMETEFENDI,2029,3000.0,38.90562522406004,0.1913681905509752,0.0093057221077293,1.48
CIGLI,AHMETTANERKISLALI,6354,19226.0,36.51867985433667,0.2929607033781007,-0.0313828169827758,3.03
CIGLI,ATASEHIR,28864,55280.0,37.046083048664144,0.1866908031904701,0.0169204015177568,1.92
CIGLI,ATATURK,12781,16056.0,39.372651464523074,0.1109587855152745,0.0502406155117437,1.26
CIGLI,AYDINLIKEVLER,3937,39388.0,36.47401724362965,0.2603062411353014,0.0051420927003816,10.0
CIGLI,BALATCIK,19082,66178.0,40.19003237361638,0.210820917828973,0.0131249782538546,3.47
CIGLI,EGEKENT,8107,13087.0,41.08818778278718,0.2800356375319098,-0.0128683410879529,1.61
CIGLI,EVKA-2,4139,22027.0,39.23426570406638,0.2850059889115824,-0.0092575436127953,5.32
CIGLI,EVKA-5,12717,26318.0,38.136625827463256,0.2648974496589355,-0.0020991011599477,2.07
CIGLI,EVKA-6,2263,3206.0,38.461277327942256,0.2720938144913875,-0.001240139985641,1.42
CIGLI,GUZELTEPE,6399,1500.0,39.21298033188752,0.1717362188690342,0.0550092206662238,0.23
CIGLI,HARMANDALIGAZIMUSTAFAKEMALATATURK,2826,1630.0,36.480853707499065,0.4053942232634034,-0.0544797210051673,0.58
CIGLI,KAKLIC,1618,17733.0,35.40547561351391,0.2926150784223588,-0.0226220784439135,10.96
CIGLI,KOYICI,3898,6695.0,37.08189501290542,0.253726688650682,0.0105596274599903,1.72
CIGLI,KUCUKCIGLI,21784,3037.0,39.17970379827708,0.0979563033568545,0.0542700240225084,0.14
CIGLI,SIRINTEPE,8355,4463.0,36.537352114625406,0.1489524018214699,0.0609165447886376,0.53
CIGLI,YAKAKENT,10307,11890.0,37.60002507111947,0.3577573858308387,0.0255437648959957,1.15
CIGLI,YENIMAHALLE,12633,33439.0,37.98478733293872,0.1152426447073628,0.0406765349350238,2.65
DIKILI,BAHCELI,753,4000.0,35.568864419831705,0.4055731266951404,-0.0167565264834778,5.31
DIKILI,CAGLAN,113,555.0,31.731654441947686,0.6234473873202538,-0.1797593267145616,4.91
DIKILI,CANDARLI,8381,19500.0,36.52426871774912,0.3391352830944033,-0.0101336933683572,2.33
DIKILI,CUKURALANI,107,500.0,36.0260086456905,0.5089024874689961,-0.1007969749553938,4.67
DIKILI,DELIKTAS,1447,7900.0,37.68253475615472,0.3630183996658911,0.0119474515618588,5.46
DIKILI,DEMIRTAS,263,1270.0,38.27756079492253,0.3558155847951832,0.0229877671335635,4.83
DIKILI,DENIZKOY,365,4500.0,35.45135092443478,0.4811752692496772,-0.0634573978597293,12.33
DIKILI,ESENTEPE,268,3500.0,38.17264742631065,0.2745176160696036,0.0238123452974544,13.06
DIKILI,GAZIPASA,6236,6750.0,36.54525945138494,0.2475308312444778,0.0412251588479736,1.08
DIKILI,GOKCEAGIL,250,1300.0,35.891693764506364,0.4988664459011438,-0.0737624334831654,5.2
DIKILI,ISLAMLAR,250,3100.0,38.29625787899133,0.4071729603868476,0.0062126655632738,12.4
DIKILI,ISMETPASA,10010,9622.0,35.499600459906645,0.3692066089072038,-0.0048063680324212,0.96
DIKILI,KABAKUM,1932,8500.0,36.625090278138586,0.3653666624858994,-0.026840018206546,4.4
DIKILI,KATIRALANI,134,700.0,36.41468469044912,0.4572725554582607,-0.0108249188366305,5.22
DIKILI,KIRATLI,680,3100.0,36.04119924746255,0.4680101479798934,-0.0542976977590895,4.56
DIKILI,KIROBA,70,2510.0,39.88116742787539,0.353741583632814,0.0482400457969108,35.86
DIKILI,KIZILCUKUR,203,1100.0,40.48348257041496,0.3125160211459233,0.0658594871572413,5.42
DIKILI,KOCAOBA,134,1550.0,37.052340373627246,0.4014268245142861,0.0197092223183302,11.57
DIKILI,MERDIVENLI,198,1300.0,34.77919826179293,0.5065152299427159,-0.0598098858647347,6.57
DIKILI,NEBILER,192,2600.0,38.89590248609241,0.4212673696509296,0.0043045878403901,13.54
DIKILI,SALIHLER,4016,12550.0,36.69171121494895,0.3520941025655146,-0.0073708652200055,3.12
DIKILI,SALIMBEY,6341,75800.0,35.38670194926415,0.3350949825639188,0.0324067449557021,11.95
DIKILI,SAMANLIKKOY,81,700.0,34.292763822404275,0.5244704934380047,-0.082051012690477,8.64
DIKILI,UZUNBURUN,298,1800.0,37.30623766377545,0.3590886855635853,0.0479369416596282,6.04
DIKILI,YAHSIBEY,225,1200.0,32.99895890643264,0.4843393386787195,-0.0399002486166647,5.33
DIKILI,YAYLAYURT,503,1500.0,37.402812879204696,0.3431233815525203,0.0161609114342018,2.98
DIKILI,YENICE,107,1150.0,35.84849874064352,0.4455688092506523,-0.0410199804174091,10.75
FOCA,ATATURK,6745,31936.0,35.68731680672323,0.3799539990906325,-0.0547180156972577,4.73
FOCA,FEVZICAKMAK,1810,24230.0,36.8022126663352,0.4109093308988137,-0.063043984134668,13.39
FOCA,HACIVELI,2648,5700.0,37.6778767528038,0.309831493083103,-0.0005092911550789,2.15
FOCA,ILIPINAR,813,3780.0,34.32972098322864,0.4344853797492521,-0.0701087742164264,4.65
FOCA,KAZIMDIRIK,4047,7320.0,33.54721161365632,0.2573457451099057,-0.0170331553590491,1.81
FOCA,KOCAMEHMETLER,191,1863.0,37.75022552848196,0.4047055687517964,-0.0432828654460314,9.75
FOCA,KOZBEYLI,875,11194.0,34.15775293239407,0.4502411376421195,-0.0771984220763848,12.79
FOCA,YENIBAGARASI,5264,16885.0,33.94435069464939,0.293155827726567,-0.0418109679943392,3.21
GAZIEMIR,ATIFBEY,15315,50285.0,35.0207730645851,0.1907502497432269,0.048032937676122,3.28
GAZIEMIR,BEYAZEVLER,6844,29157.0,33.94060483015035,0.3748834608683878,-0.0677068076477984,4.26
GAZIEMIR,BINBASIRESATBEY,3758,4610.0,36.72749167766136,0.1774161503661531,0.0272727510550589,1.23
GAZIEMIR,DOKUZEYLUL,11452,12790.0,34.25861150178418,0.3857383504592971,-0.0383985496495306,1.12
GAZIEMIR,EMREZ,5373,4960.0,38.15776345118141,0.1450533322803752,0.0572667269893584,0.92
GAZIEMIR,GAZIKENT,7593,5140.0,34.66065430069457,0.2825214401085615,-0.0236692566193284,0.68
GAZIEMIR,SEVGI,7499,41059.0,35.914784324361705,0.2735025635801104,0.0178722017909451,5.48
GAZIEMIR,YESIL,8864,10000.0,30.430066737854933,0.5773713484860877,-0.1800641005081104,1.13
GUZELBAHCE,CAMLI,2085,5739.0,30.78181049870604,0.5855849119935488,-0.1567986047146763,2.75
GUZELBAHCE,CELEBI,2692,16297.0,31.86795395019124,0.3388643920287615,-0.0159432956998154,6.05
GUZELBAHCE,KAHRAMANDERE,6134,34791.0,32.10954295608629,0.3496918115426226,-0.047821624960412,5.67
GUZELBAHCE,KUCUKKAYA,269,10180.0,29.164505930542862,0.5449201061433038,-0.1159147504851326,37.84
GUZELBAHCE,MUSTAFAKEMALPASA,4220,17786.0,31.703392154139863,0.3390624264759104,-0.0202000069517039,4.21
GUZELBAHCE,SITELER,3002,26039.0,33.34989705507441,0.3481323312080346,-0.0610950699905661,8.67
GUZELBAHCE,YALI,6030,25284.0,34.07539825422269,0.2958902707882918,-0.0273819659025386,4.19
GUZELBAHCE,YELKI,6875,18245.0,32.66363294778053,0.4574002005102311,-0.071525702298708,2.65
KARABAGLAR,ADNANSUVARI,3940,9739.0,35.19864963991393,0.2500428957727784,0.0096968328907543,2.47
KARABAGLAR,ALIFUATCEBESOY,12421,15521.0,35.85977929855808,0.1527211118465742,0.0368465802192205,1.25
KARABAGLAR,ARAPHASAN,9192,1690.0,36.19298333418737,0.1250490392533749,0.0944972508280356,0.18
KARABAGLAR,ASIKVEYSEL,1703,8328.0,37.73399438106667,0.0903996699788922,0.0541913373401453,4.89
KARABAGLAR,AYDIN,8106,540.0,35.66544032752435,0.2321007985063113,0.0219107088130474,0.07
KARABAGLAR,BAHAR,10609,2502.0,36.41569494310208,0.1424341037964643,0.060616387351809,0.24
KARABAGLAR,BAHRIYEUCOK,2673,2382.0,35.86743225472487,0.2056175244314758,0.0474586389855818,0.89
KARABAGLAR,BARIS,7428,1100.0,36.7761772658973,0.1343628268919446,0.0690590554486108,0.15
KARABAGLAR,BASINSITESI,15698,21861.0,35.610262329707346,0.1827232595756605,0.04818747423121,1.39
KARABAGLAR,BOZYAKA,15577,9368.0,37.47593957133216,0.087980791520596,0.0918119607918821,0.6
KARABAGLAR,CALIKUSU,10911,5904.0,36.96466247652471,0.1167945339859592,0.0685386024565907,0.54
KARABAGLAR,CENNETCESME,3105,4390.0,36.58492599532636,0.2403623917136585,0.0414212690222284,1.41
KARABAGLAR,CENNETOGLU,3833,1630.0,37.626420654791474,0.1179569949162986,0.0716838451648637,0.43
KARABAGLAR,DEVRIM,8020,18715.0,37.1430454763136,0.1970034963254112,0.0569743361439741,2.33
KARABAGLAR,DOGANAY,10396,2270.0,36.99565651282526,0.1154019879481834,0.1114113746879732,0.22
KARABAGLAR,ESENYALI,7027,15533.0,35.83087088641458,0.2130710607437475,0.0484133315216122,2.21
KARABAGLAR,FAHRETTINALTAY,9518,10800.0,35.88869631454139,0.2916909156218913,-0.002197959558532,1.13
KARABAGLAR,GENERALASIMGUNDUZ,1642,1890.0,37.05155819652275,0.1686509945739614,0.0209165557016341,1.15
KARABAGLAR,GULYAKA,11153,1156.0,36.60517290942063,0.1116781019680687,0.0879609800383875,0.1
KARABAGLAR,GUNALTAY,20818,4927.0,36.98906429484626,0.135936249438378,0.0618976213738187,0.24
KARABAGLAR,KARABAGLAR,7621,5388.0,37.22553299413003,0.0813152933981766,0.0925823757104227,0.71
KARABAGLAR,KAVACIK,713,1020.9999999999999,29.513954331838395,0.5756248884954573,-0.1578235938736154,1.43
KARABAGLAR,LIMONTEPE,4534,1275.0,35.669391049180284,0.2519988279343942,0.0087231911405935,0.28
KARABAGLAR,MALIYECILER,5804,7322.0,36.49092501531046,0.1863062555546566,0.0356460039895513,1.26
KARABAGLAR,METINOKTAY,6496,1298.0,36.69702319453955,0.1301744540533545,0.0715045161217865,0.2
KARABAGLAR,MUAMMERAKAR,6857,1244.0,35.813429701568936,0.3969476619359413,-0.0309407492219913,0.18
KARABAGLAR,OSMANAKSUNER,683,1093.0,37.795558709315394,0.1666359726217584,0.0234676889446319,1.6
KARABAGLAR,PEKER,10527,5600.0,37.96585200412333,0.1685476125359666,0.0588783687404351,0.53
KARABAGLAR,POLIGON,3929,5544.0,34.43133827426384,0.5418266905219874,-0.1119153192991222,1.41
KARABAGLAR,REFETBELE,12088,1865.0,36.39284917011327,0.1370628078208419,0.0656736178376698,0.15
KARABAGLAR,REIS,10043,4377.0,37.08278916262254,0.1232996986053047,0.0906491863632268,0.44
KARABAGLAR,SALIHOMURTAK,5730,4800.0,35.413059417416406,0.2727498954889097,0.0023520534911392,0.84
KARABAGLAR,SELVILI,8434,8103.0,36.97103798918136,0.1377882889045741,0.0697084949862697,0.96
KARABAGLAR,TAHSINYAZICI,8820,40098.0,35.52253342617391,0.2522120570033254,-0.007722610906043,4.55
KARABAGLAR,TIRAZLI,151,500.0,28.67345539317398,0.6374917451461161,-0.2192747727789135,3.31
KARABAGLAR,UCKUYULAR,8962,5769.0,35.613988686043854,0.1709697759773631,0.0503177667037587,0.64
KARABAGLAR,VATAN,24325,6365.0,36.05000223534774,0.1810182453394445,0.0446980844446778,0.26
KARABAGLAR,YASARKEMAL,7850,12328.0,35.87835712492887,0.3466658086358426,-0.0297327475634386,1.57
KARABAGLAR,YUNUSEMRE,21457,15390.0,37.15992415427711,0.1285669064919656,0.0628923962458755,0.72
KARABAGLAR,YURDOGLU,10245,39600.0,37.563120408260616,0.2125054950880761,0.0159547442077239,3.87
KARABAGLAR,YUZBASISERAFETTIN,6085,1530.0,36.60515237078721,0.1710786528911717,0.0580037662754271,0.25
KARABURUN,ANBARSEKI,253,7150.0,29.01164520798194,0.606824474342281,-0.1704886909580437,28.26
KARABURUN,EGLENHOCA,507,1700.0,30.87637298294796,0.5674000640044422,-0.1208337099306725,3.35
KARABURUN,HASSEKI,137,791.0,32.16584084097143,0.5120170839527801,-0.092855824372375,5.77
KARABURUN,INECIK,271,3730.0,33.4187947561592,0.4423400485919347,-0.0934680372054507,13.76
KARABURUN,ISKELE,2281,54326.0,33.854519049821334,0.3714007006857457,-0.0461249749666649,23.82
KARABURUN,KOSEDERE,488,1800.0,30.716723182238017,0.523609200453583,-0.0805799792240831,3.69
KARABURUN,KUCUKBAHCE,542,32150.0,33.024373541233665,0.5135035355011367,-0.0667044853359869,59.32
KARABURUN,MERKEZ,1344,14986.0,32.88930113319446,0.407121563369142,-0.0558082057031768,11.15
KARABURUN,MORDOGAN,6249,39393.0,32.13305176418645,0.482389859253382,-0.0769136997891808,6.3
KARABURUN,PARLAK,156,4380.0,33.06928015134629,0.4790328018735663,-0.0557831031348713,28.08
KARABURUN,SAIP,519,1600.0,31.36316682921832,0.4936452192404021,-0.0902729644262232,3.08
KARABURUN,SALMAN,132,1123.0,33.94452896953943,0.4214247965731283,-0.028132302939406,8.51
KARABURUN,SARPINCIK,141,1000.0,33.30090931024211,0.4924278630961415,-0.0875498786430259,7.09
KARABURUN,TEPEBOZ,371,2076.0,31.083732157598984,0.5176998416262769,-0.1026950467501778,5.6
KARSIYAKA,AKSOY,10728,31110.0,33.62647457100275,0.1821039750455191,0.0347682777799296,2.9
KARSIYAKA,ALAYBEY,6990,5172138.0,35.81672589303898,0.1320137885620659,0.0742700153444304,739.93
KARSIYAKA,ATAKENT,6172,140800.0,33.65645967912119,0.3139419791001986,-0.0720831494747319,22.81
KARSIYAKA,BOSTANLI,29564,102950.0,33.93940166993165,0.1942753420794144,0.0209097335964189,3.48
KARSIYAKA,DEDEBASI,20015,7650.0,36.192798389230575,0.1217236864220546,0.0905895643335227,0.38
KARSIYAKA,DEMIRKOPRU,6811,13759.0,36.07010770256773,0.1165673398861607,0.0739497350502233,2.02
KARSIYAKA,DONANMACI,9507,3950.0,34.47797572448216,0.1660885257215996,0.0376916272978637,0.42
KARSIYAKA,FIKRIALTAY,7952,13600.0,36.76338885832176,0.1174627518967578,0.0915009555271532,1.71
KARSIYAKA,GONCALAR,9169,8250.0,36.07279885095822,0.107642782961423,0.1017283606314727,0.9
KARSIYAKA,IMBATLI,8890,11450.0,36.043966175771125,0.1776136592389822,0.0196161428442362,1.29
KARSIYAKA,LATIFEHANIM,2316,9700.0,35.81873817566466,0.4100199733625706,-0.0415329566548286,4.19
KARSIYAKA,MAVISEHIR,13952,133800.0,34.65871718661677,0.2201023403235673,-0.0288674758126805,9.59
KARSIYAKA,NERGIZ,8028,8750.0,35.67849684503826,0.1277135414568393,0.0890286745452432,1.09
KARSIYAKA,SEMIKLER,28951,17700.0,36.51487385177106,0.1296449055828722,0.0591736576510579,0.61
KARSIYAKA,TERSANE,6431,3550.0,34.962577216319474,0.1150619964013532,0.0505926562958664,0.55
KARSIYAKA,TUNA,5499,2400.0,36.40916654666526,0.0942541037113313,0.0582100081869731,0.44
KARSIYAKA,YAMANLAR,143,1600.0,35.0076845543026,0.3613415384135358,-0.0455056489285587,11.19
KARSIYAKA,ZUBEYDEHANIM,17046,39800.0,37.84923899094461,0.3648472709333067,-0.0110907787273179,2.33
KEMALPASA,AKALAN,1257,4149.0,34.20516939000148,0.46047268664761,-0.0723726672539899,3.3
KEMALPASA,ANSIZCA,618,2840.0,32.89945781335743,0.5293300789154299,-0.131558193811529,4.6
KEMALPASA,ARMUTLU85.YILCUMHURIYET,5252,12260.0,35.570910540782165,0.4335064840299434,-0.1079582794314206,2.33
KEMALPASA,ASAGIKIZILCA,1632,2795.0,32.55222410120252,0.525497012453586,-0.1544943063178338,1.71
KEMALPASA,ASAGIYENMIS,588,3839.0,38.85357332913957,0.278570013919441,0.0380137521203668,6.53
KEMALPASA,BAGYURDU29EKIM,1823,7434.0,25.97516611835787,0.7044414919664707,-0.2549403995819013,4.08
KEMALPASA,BAYRAMLI,142,739.0,27.16609238329808,0.6661035876733574,-0.2194357441613062,5.2
KEMALPASA,BESPINAR,137,565.0,29.653454792015225,0.5199308591840702,-0.1161264717871584,4.12
KEMALPASA,CAMBEL,4730,2939.0,35.58179322430065,0.4029145090946017,-0.0458292412121337,0.62
KEMALPASA,CINILIKOY,569,2024.0,32.094830254374564,0.4854591600780022,-0.1232612015847158,3.56
KEMALPASA,CUMALI,184,953.0,32.044635859599374,0.4940398704189559,-0.1138387533655926,5.18
KEMALPASA,DAMLACIK,1336,5099.0,31.78750804741584,0.5307413022891424,-0.1247236794074223,3.82
KEMALPASA,GOKYAKA,111,363.0,30.7678650880183,0.5562708044323774,-0.1712498935572741,3.27
KEMALPASA,HALILBEYLI,1408,1381.0,38.574139002697606,0.3307007703992475,-0.0262374076996574,0.98
KEMALPASA,HAMZABABA,100,634.0,26.92776492989106,0.7228556244998702,-0.234933288115248,6.34
KEMALPASA,KAMBERLER,169,1724.0,28.43869409098613,0.6361938200779711,-0.1847563599374937,10.2
KEMALPASA,KIZILUZUM,791,3651.0,27.996510267668288,0.6489952129751873,-0.2504061286223446,4.62
KEMALPASA,KUYUCAK,685,6940.0,31.49810422484849,0.5516492372765339,-0.1395536590057148,10.13
KEMALPASA,MEHMETAKIFERSOY,19913,34900.0,34.91590888791003,0.4222751687327455,-0.0653823250943547,1.75
KEMALPASA,NAZARKOY,345,1384.0,28.72145633731408,0.6384646760619184,-0.2159159400084536,4.01
KEMALPASA,OREN75.YILCUMHURIYET,3866,10262.0,33.16358741232954,0.5905870664464097,-0.194382510628625,2.65
KEMALPASA,ORNEKKOY,4141,14308.0,36.23230888888534,0.3367374320139601,-0.041492035690336,3.46
KEMALPASA,SARICALI,411,1841.0,37.15716115624414,0.4276582675029162,-0.0542578454500512,4.48
KEMALPASA,SEKIZEYLUL,15563,77031.0,36.80993224878424,0.3727439290771931,-0.0401057561206475,4.95
KEMALPASA,SINANCILAR,722,3108.0,29.94555001842761,0.6490388831622791,-0.2234158895766423,4.3
KEMALPASA,SOGUKPINAR,9920,16256.0,30.820485964264712,0.5819024857225482,-0.1906265519980699,1.64
KEMALPASA,SUTCULER,4282,20473.0,33.375684441347,0.482853185394045,-0.0861173140802882,4.78
KEMALPASA,VISNELI,627,2407.0,28.86556161601739,0.5971422532394621,-0.1872540601105966,3.84
KEMALPASA,YENIKURUDERE,317,5234.0,26.67352594386168,0.6495703773783683,-0.1906355661296611,16.51
KEMALPASA,YESILYURT,158,1426.0,34.01520927933834,0.526464591080101,-0.1416067530420519,9.03
KEMALPASA,YIGITLER,1573,7751.0,33.23254354314837,0.3757633063744021,-0.0544750558371757,4.93
KEMALPASA,YUKARIKIZILCAMERKEZ,2788,32097.0,29.88936453935108,0.580685679570406,-0.1792676107039568,11.51
KEMALPASA,ZEAMET,75,409.0,28.278186704093464,0.6662576469827817,-0.2184111889753651,5.45
KINIK,ARPADERE,294,1235.0,34.676165707461216,0.4590552647790883,-0.0195368399030165,4.2
KINIK,ARPASEKI,744,31548.0,34.61850599828059,0.388080663454338,0.0123065414851791,42.4
KINIK,ASAGI,1288,1800.0,38.58094193974238,0.2347129185943953,0.067186973808349,1.4
KINIK,BADEMALAN,273,1240.0,34.524314726273,0.5033438082563434,-0.0704912421153079,4.54
KINIK,BAGALAN,493,5368.0,35.287989474861696,0.4724602543753672,-0.063081026547798,10.89
KINIK,BALABAN,122,1262.0,35.69373624027428,0.4270293876489079,-0.0108531209577163,10.34
KINIK,BUYUKOBA,252,8716.0,35.046725916605745,0.4613069846056254,-0.0466024602760425,34.59
KINIK,CALTI,386,3000.0,36.307433759492696,0.4090147970500957,-0.0165899228169838,7.77
KINIK,CANKOY,222,937.0,33.03191494490156,0.4979563990727271,-0.0584883857840865,4.22
KINIK,DEGIRMENCIELI,100,2274.0,34.65040763495741,0.4712942226787251,-0.0612343693925821,22.74
KINIK,ELMADERE,533,3427.0,34.467515039220466,0.4235929722513636,-0.0126357864459067,6.43
KINIK,HAMZAHOCALI,221,3758.0,35.36534513139238,0.3982450583763364,-0.0386150078813075,17.0
KINIK,IBRAHIMAGA,111,2703.0,36.89021359797671,0.4159759423429114,0.0199793558153206,24.35
KINIK,ISIKLAR,206,1359.0,33.34938294928416,0.5355412409920425,-0.0969167726680111,6.6
KINIK,KALEMKOY,130,550.0,33.889954037609805,0.4691043815664914,-0.0473533320160172,4.23
KINIK,KARADERE,138,600.0,33.80335572391914,0.4939266286218482,-0.0188389683914184,4.35
KINIK,KARATEKELI,97,666.0,36.4189250176021,0.3229257919229723,0.0453078243975874,6.87
KINIK,KOCAOMER,298,6148.0,34.495589032770425,0.4392992736170245,-0.0687153154427551,20.63
KINIK,KODUKBURUN,26,300.0,33.65490097072386,0.5502705228927375,-0.0904071175997734,11.54
KINIK,MUSACALI,56,400.0,35.754753355787535,0.3857356479115965,-0.017777472149542,7.14
KINIK,ORTULU,544,2400.0,33.98724755705738,0.5017332867992444,-0.0411440320578639,4.41
KINIK,OSMANIYE,3160,27706.0,35.39603508405848,0.3473457687210869,-0.024651061338234,8.77
KINIK,POYRACIK,6000,32980.0,34.570532637143934,0.4032951021670323,-0.0434110298211288,5.5
KINIK,SUCAHLI,187,2500.0,35.65352490976398,0.4117139610688803,-0.0415368676833225,13.37
KINIK,TASTEPE,575,5597.0,34.3248646144629,0.4443826509831827,-0.0683919033650873,9.73
KINIK,TURKCEDIT,2032,6135.0,33.11440792165071,0.5554426602282876,-0.1455342631447037,3.02
KINIK,YAYAKENT,1352,6700.0,35.39938284964589,0.3866830783480846,-0.0477178311541875,4.96
KINIK,YAYLAKOY,258,4570.0,32.30240028129112,0.5239372514208199,-0.0836771833667451,17.71
